Age,BaCa
1763.234,0.00358
1763.253,0.00381
1763.272,0.00381
1763.291,0.0049
1763.31,0.00503
1763.329,0.00561
1763.347,0.00492
1763.366,0.00436
1763.385,0.0043
1763.404,0.00363
1763.423,0.00411
1763.442,0.00444
1763.461,0.00439
1763.48,0.00374
1763.498,0.00409
1763.517,0.00414
1763.536,0.00376
1763.555,0.00384
1763.582,0.00417
1763.609,0.00427
1763.636,0.00428
1763.663,0.00415
1763.69,0.00404
1763.717,0.00396
1763.744,0.00368
1763.771,0.00326
1763.798,0.00306
1763.825,0.00329
1763.852,0.00327
1763.879,0.00343
1763.906,0.00366
1763.933,0.00397
1763.96,0.0039
1763.987,0.00403
1764.014,0.00417
1764.041,0.00367
1764.069,0.00389
1764.096,0.00388
1764.123,0.00406
1764.15,0.00391
1764.177,0.00385
1764.204,0.00408
1764.231,0.00412
1764.258,0.00467
1764.285,0.00441
1764.312,0.00504
1764.339,0.00485
1764.366,0.00426
1764.393,0.00418
1764.42,0.00443
1764.447,0.00431
1764.474,0.00483
1764.501,0.00389
1764.528,0.00388
1764.555,0.00398
1764.57,0.00429
1764.585,0.00405
1764.6,0.00352
1764.615,0.00347
1764.63,0.00352
1764.645,0.00347
1764.659,0.00381
1764.674,0.0038
1764.689,0.00395
1764.704,0.00395
1764.719,0.00362
1764.734,0.00393
1764.749,0.00394
1764.764,0.00406
1764.779,0.00394
1764.794,0.00375
1764.809,0.00386
1764.824,0.00384
1764.839,0.00384
1764.854,0.00366
1764.868,0.00381
1764.883,0.00345
1764.898,0.00327
1764.913,0.00376
1764.928,0.00399
1764.943,0.00389
1764.958,0.00374
1764.973,0.00393
1764.988,0.00369
1765.003,0.0039
1765.018,0.00429
1765.033,0.00426
1765.048,0.00385
1765.062,0.00366
1765.077,0.0044
1765.092,0.00477
1765.107,0.00495
1765.122,0.00417
1765.137,0.00421
1765.152,0.00459
1765.167,0.00479
1765.182,0.00452
1765.197,0.00467
1765.212,0.0048
1765.227,0.00488
1765.242,0.0046
1765.256,0.00604
1765.271,0.00651
1765.286,0.00691
1765.301,0.00762
1765.316,0.00448
1765.331,0.00427
1765.346,0.00433
1765.361,0.00482
1765.376,0.00422
1765.391,0.00498
1765.406,0.00514
1765.421,0.00467
1765.436,0.00431
1765.451,0.00438
1765.465,0.00456
1765.48,0.00438
1765.495,0.00428
1765.51,0.00406
1765.525,0.00428
1765.54,0.00367
1765.555,0.00364
1765.574,0.00389
1765.593,0.00397
1765.613,0.00446
1765.632,0.004
1765.651,0.00394
1765.67,0.00402
1765.69,0.00483
1765.709,0.00399
1765.728,0.00365
1765.747,0.00408
1765.767,0.00387
1765.786,0.00414
1765.805,0.00395
1765.824,0.00391
1765.843,0.00428
1765.863,0.00414
1765.882,0.00409
1765.901,0.00395
1765.92,0.00415
1765.94,0.00394
1765.959,0.00406
1765.978,0.0041
1765.997,0.00349
1766.017,0.00363
1766.036,0.00374
1766.055,0.00341
1766.074,0.00313
1766.093,0.00313
1766.113,0.00312
1766.132,0.0034
1766.151,0.00354
1766.17,0.00367
1766.19,0.0035
1766.209,0.00361
1766.228,0.00363
1766.247,0.00375
1766.267,0.00396
1766.286,0.00392
1766.305,0.00399
1766.324,0.00383
1766.343,0.00392
1766.363,0.00372
1766.382,0.00388
1766.401,0.00346
1766.42,0.00377
1766.44,0.00388
1766.459,0.00387
1766.478,0.00381
1766.497,0.00341
1766.517,0.0039
1766.536,0.00464
1766.555,0.00416
1766.573,0.00425
1766.591,0.00415
1766.609,0.00436
1766.626,0.00441
1766.644,0.00495
1766.662,0.00384
1766.68,0.00374
1766.698,0.00382
1766.716,0.00364
1766.734,0.00358
1766.751,0.00366
1766.769,0.00339
1766.787,0.00348
1766.805,0.00341
1766.823,0.00344
1766.841,0.00358
1766.859,0.00329
1766.876,0.00361
1766.894,0.00385
1766.912,0.00356
1766.93,0.00361
1766.948,0.00351
1766.966,0.00335
1766.984,0.00354
1767.001,0.00394
1767.019,0.00395
1767.037,0.00396
1767.055,0.00363
1767.073,0.00315
1767.091,0.00357
1767.109,0.00348
1767.126,0.00337
1767.144,0.00354
1767.162,0.00363
1767.18,0.0033
1767.198,0.00342
1767.216,0.00356
1767.234,0.00326
1767.251,0.00377
1767.269,0.00356
1767.287,0.00338
1767.305,0.00324
1767.323,0.00369
1767.341,0.00383
1767.359,0.00361
1767.376,0.00317
1767.394,0.00345
1767.412,0.00334
1767.43,0.00346
1767.448,0.00367
1767.466,0.00365
1767.484,0.00387
1767.501,0.00345
1767.519,0.00368
1767.537,0.00432
1767.555,0.00373
1767.593,0.00332
1767.632,0.00373
1767.67,0.0037
1767.709,0.00337
1767.747,0.00377
1767.786,0.00361
1767.824,0.00377
1767.863,0.00366
1767.901,0.00401
1767.94,0.00367
1767.978,0.00423
1768.017,0.00365
1768.055,0.00385
1768.093,0.00404
1768.132,0.00335
1768.17,0.00324
1768.209,0.00344
1768.247,0.00357
1768.286,0.00337
1768.324,0.0044
1768.363,0.00489
1768.401,0.00452
1768.44,0.00439
1768.478,0.00337
1768.517,0.00334
1768.555,0.00366
1768.578,0.00353
1768.6,0.00381
1768.623,0.00384
1768.646,0.00407
1768.669,0.00389
1768.691,0.00342
1768.714,0.00375
1768.737,0.00367
1768.76,0.00391
1768.782,0.00335
1768.805,0.00382
1768.828,0.0039
1768.85,0.00391
1768.873,0.00391
1768.896,0.00436
1768.919,0.00424
1768.941,0.00387
1768.964,0.0036
1768.987,0.00374
1769.01,0.00371
1769.032,0.00366
1769.055,0.00355
1769.078,0.00359
1769.1,0.00399
1769.123,0.00407
1769.146,0.00376
1769.169,0.00383
1769.191,0.00425
1769.214,0.00471
1769.237,0.00477
1769.26,0.00442
1769.282,0.00543
1769.305,0.00568
1769.328,0.00479
1769.35,0.00426
1769.373,0.00321
1769.396,0.00364
1769.419,0.00335
1769.441,0.00342
1769.464,0.00365
1769.487,0.00335
1769.51,0.00418
1769.532,0.00391
1769.555,0.00369
1769.571,0.0034
1769.586,0.00306
1769.602,0.00288
1769.618,0.00336
1769.633,0.00393
1769.649,0.00359
1769.664,0.00311
1769.68,0.00301
1769.696,0.00332
1769.711,0.00404
1769.727,0.00365
1769.743,0.00348
1769.758,0.00311
1769.774,0.00276
1769.789,0.00296
1769.805,0.00312
1769.821,0.00306
1769.836,0.00333
1769.852,0.00366
1769.868,0.00351
1769.883,0.00346
1769.899,0.00351
1769.914,0.00452
1769.93,0.00458
1769.946,0.00455
1769.961,0.00451
1769.977,0.00404
1769.993,0.00407
1770.008,0.0041
1770.024,0.00412
1770.039,0.00467
1770.055,0.00456
1770.071,0.00496
1770.086,0.00465
1770.102,0.00432
1770.118,0.00415
1770.133,0.00355
1770.149,0.00362
1770.164,0.00358
1770.18,0.00355
1770.196,0.00348
1770.211,0.00407
1770.227,0.00404
1770.243,0.00363
1770.258,0.00375
1770.274,0.0038
1770.289,0.00375
1770.305,0.0039
1770.321,0.00423
1770.336,0.00468
1770.352,0.00398
1770.368,0.00376
1770.383,0.00345
1770.399,0.00359
1770.414,0.00376
1770.43,0.00389
1770.446,0.00369
1770.461,0.00377
1770.477,0.00388
1770.493,0.0041
1770.508,0.00403
1770.524,0.00392
1770.539,0.00339
1770.555,0.00388
1770.568,0.00425
1770.581,0.00414
1770.594,0.004
1770.608,0.00397
1770.621,0.00396
1770.634,0.00382
1770.647,0.00383
1770.66,0.00379
1770.673,0.00342
1770.687,0.0033
1770.7,0.00325
1770.713,0.00335
1770.726,0.0036
1770.739,0.00393
1770.752,0.00385
1770.766,0.00436
1770.779,0.00453
1770.792,0.00386
1770.805,0.00364
1770.818,0.00386
1770.831,0.00389
1770.844,0.00346
1770.858,0.0034
1770.871,0.00348
1770.884,0.00383
1770.897,0.00366
1770.91,0.00314
1770.923,0.00355
1770.937,0.00342
1770.95,0.00434
1770.963,0.00425
1770.976,0.00389
1770.989,0.00357
1771.002,0.00361
1771.016,0.00382
1771.029,0.00399
1771.042,0.00391
1771.055,0.00361
1771.068,0.0037
1771.081,0.00336
1771.094,0.00323
1771.108,0.00401
1771.121,0.00374
1771.134,0.00353
1771.147,0.0038
1771.16,0.00361
1771.173,0.00334
1771.187,0.00436
1771.2,0.00393
1771.213,0.00398
1771.226,0.00384
1771.239,0.00362
1771.252,0.00403
1771.266,0.00363
1771.279,0.0039
1771.292,0.004
1771.305,0.00419
1771.318,0.00404
1771.331,0.00399
1771.344,0.00357
1771.358,0.0036
1771.371,0.00395
1771.384,0.00413
1771.397,0.00404
1771.41,0.00491
1771.423,0.00403
1771.437,0.00356
1771.45,0.0035
1771.463,0.003
1771.476,0.00358
1771.489,0.00442
1771.502,0.00479
1771.516,0.00479
1771.529,0.00557
1771.542,0.00405
1771.555,0.00335
1771.569,0.00363
1771.583,0.0034
1771.597,0.00339
1771.611,0.00334
1771.624,0.00364
1771.638,0.00354
1771.652,0.00392
1771.666,0.00409
1771.68,0.00476
1771.694,0.00427
1771.708,0.00392
1771.722,0.00383
1771.736,0.00304
1771.749,0.00301
1771.763,0.00338
1771.777,0.00322
1771.791,0.00301
1771.805,0.00345
1771.819,0.00389
1771.833,0.0038
1771.847,0.00345
1771.861,0.00328
1771.874,0.00317
1771.888,0.00341
1771.902,0.00358
1771.916,0.00356
1771.93,0.00366
1771.944,0.00335
1771.958,0.00339
1771.972,0.00348
1771.986,0.00373
1771.999,0.00344
1772.013,0.00341
1772.027,0.00348
1772.041,0.00429
1772.055,0.00423
1772.069,0.00371
1772.083,0.00354
1772.097,0.00321
1772.111,0.00312
1772.124,0.00347
1772.138,0.00345
1772.152,0.00335
1772.166,0.00306
1772.18,0.0031
1772.194,0.00312
1772.208,0.00367
1772.222,0.00383
1772.236,0.00378
1772.249,0.0037
1772.263,0.00396
1772.277,0.00457
1772.291,0.004
1772.305,0.00396
1772.319,0.00323
1772.333,0.00317
1772.347,0.00338
1772.361,0.00379
1772.374,0.00361
1772.388,0.00381
1772.402,0.00356
1772.416,0.00318
1772.43,0.00343
1772.444,0.0035
1772.458,0.00372
1772.472,0.0036
1772.486,0.00358
1772.499,0.00381
1772.513,0.00353
1772.527,0.00379
1772.541,0.00378
1772.555,0.00339
1772.569,0.00332
1772.582,0.00348
1772.596,0.00344
1772.609,0.0033
1772.623,0.00422
1772.636,0.00386
1772.65,0.00369
1772.663,0.00368
1772.677,0.00338
1772.69,0.00312
1772.704,0.00311
1772.717,0.00379
1772.731,0.00404
1772.744,0.00381
1772.758,0.0035
1772.771,0.00355
1772.785,0.00365
1772.798,0.00372
1772.812,0.00422
1772.825,0.00383
1772.839,0.0032
1772.852,0.00309
1772.866,0.00306
1772.879,0.00325
1772.893,0.0032
1772.906,0.00337
1772.92,0.00352
1772.933,0.00343
1772.947,0.00345
1772.96,0.00367
1772.974,0.00352
1772.987,0.00372
1773.001,0.00358
1773.014,0.00373
1773.028,0.00367
1773.041,0.00373
1773.055,0.00334
1773.069,0.00353
1773.082,0.00352
1773.096,0.00339
1773.109,0.00386
1773.123,0.00345
1773.136,0.00337
1773.15,0.00336
1773.163,0.00304
1773.177,0.00367
1773.19,0.0041
1773.204,0.00419
1773.217,0.0039
1773.231,0.00386
1773.244,0.00382
1773.258,0.00446
1773.271,0.00449
1773.285,0.00412
1773.298,0.00337
1773.312,0.00377
1773.325,0.00383
1773.339,0.00401
1773.352,0.00429
1773.366,0.00465
1773.379,0.00447
1773.393,0.00391
1773.406,0.00378
1773.42,0.0034
1773.433,0.00333
1773.447,0.00324
1773.46,0.00341
1773.474,0.00325
1773.487,0.0036
1773.501,0.00365
1773.514,0.00357
1773.528,0.00312
1773.541,0.00331
1773.555,0.00384
1773.575,0.00366
1773.595,0.00352
1773.615,0.00369
1773.635,0.00333
1773.655,0.00322
1773.675,0.00337
1773.695,0.00368
1773.715,0.00339
1773.735,0.00358
1773.755,0.0036
1773.775,0.00346
1773.795,0.00339
1773.815,0.00321
1773.835,0.00343
1773.855,0.00339
1773.875,0.00352
1773.895,0.00376
1773.915,0.00334
1773.935,0.00302
1773.955,0.00279
1773.975,0.00299
1773.995,0.00313
1774.015,0.00317
1774.035,0.00326
1774.055,0.00333
1774.075,0.0037
1774.095,0.00359
1774.115,0.00375
1774.135,0.00368
1774.155,0.00328
1774.175,0.00331
1774.195,0.00376
1774.215,0.00344
1774.235,0.00349
1774.255,0.00354
1774.275,0.00356
1774.295,0.00361
1774.315,0.00365
1774.335,0.00355
1774.355,0.00336
1774.375,0.00322
1774.395,0.0035
1774.415,0.00321
1774.435,0.00306
1774.455,0.00316
1774.475,0.00364
1774.495,0.00409
1774.515,0.00385
1774.535,0.00351
1774.555,0.00355
1774.574,0.00317
1774.592,0.00336
1774.611,0.00363
1774.629,0.00355
1774.648,0.00358
1774.666,0.00337
1774.685,0.00314
1774.703,0.00369
1774.722,0.00335
1774.74,0.00373
1774.759,0.00342
1774.777,0.00335
1774.796,0.00339
1774.814,0.00348
1774.833,0.00335
1774.851,0.00316
1774.87,0.00341
1774.888,0.0034
1774.907,0.00329
1774.925,0.00321
1774.944,0.00314
1774.962,0.00324
1774.981,0.00343
1774.999,0.00316
1775.018,0.00318
1775.036,0.0031
1775.055,0.00337
1775.074,0.00354
1775.092,0.00319
1775.111,0.00329
1775.129,0.00309
1775.148,0.00318
1775.166,0.00302
1775.185,0.00309
1775.203,0.00318
1775.222,0.00291
1775.24,0.00291
1775.259,0.00275
1775.277,0.00303
1775.296,0.00296
1775.314,0.00284
1775.333,0.00288
1775.351,0.00353
1775.37,0.00355
1775.388,0.00332
1775.407,0.00317
1775.425,0.00353
1775.444,0.00313
1775.462,0.00295
1775.481,0.00328
1775.499,0.00324
1775.518,0.00319
1775.536,0.00335
1775.555,0.00387
1775.577,0.00358
1775.599,0.00345
1775.622,0.00367
1775.644,0.00347
1775.666,0.00326
1775.688,0.00361
1775.711,0.00377
1775.733,0.00353
1775.755,0.0035
1775.777,0.0034
1775.799,0.00353
1775.822,0.00362
1775.844,0.00335
1775.866,0.00376
1775.888,0.00352
1775.911,0.0033
1775.933,0.00308
1775.955,0.00316
1775.977,0.00321
1775.999,0.00327
1776.022,0.00334
1776.044,0.00326
1776.066,0.0034
1776.088,0.00349
1776.111,0.00313
1776.133,0.003
1776.155,0.00328
1776.177,0.00333
1776.199,0.00322
1776.222,0.00331
1776.244,0.00351
1776.266,0.00368
1776.288,0.00394
1776.311,0.00473
1776.333,0.00369
1776.355,0.00336
1776.377,0.00363
1776.399,0.00396
1776.422,0.00388
1776.444,0.00414
1776.466,0.00378
1776.488,0.0041
1776.511,0.00334
1776.533,0.00326
1776.555,0.00308
1776.583,0.00303
1776.611,0.00325
1776.638,0.00294
1776.666,0.00279
1776.694,0.00295
1776.722,0.00293
1776.749,0.00314
1776.777,0.00318
1776.805,0.00329
1776.833,0.0034
1776.861,0.00355
1776.888,0.00375
1776.916,0.00362
1776.944,0.00324
1776.972,0.00303
1776.999,0.00331
1777.027,0.0032
1777.055,0.00313
1777.083,0.00357
1777.111,0.00402
1777.138,0.0036
1777.166,0.00311
1777.194,0.00328
1777.222,0.0032
1777.249,0.00348
1777.277,0.00327
1777.305,0.00337
1777.333,0.00363
1777.361,0.00359
1777.388,0.0035
1777.416,0.00325
1777.444,0.00342
1777.472,0.00355
1777.499,0.00342
1777.527,0.00346
1777.555,0.00367
1777.579,0.00348
1777.604,0.00348
1777.628,0.00365
1777.653,0.00331
1777.677,0.00314
1777.701,0.00324
1777.726,0.00331
1777.75,0.00345
1777.775,0.00369
1777.799,0.0036
1777.823,0.0036
1777.848,0.00368
1777.872,0.00369
1777.896,0.00334
1777.921,0.00413
1777.945,0.00384
1777.97,0.00357
1777.994,0.00369
1778.018,0.00371
1778.043,0.00306
1778.067,0.0032
1778.092,0.00322
1778.116,0.0031
1778.14,0.00312
1778.165,0.00351
1778.189,0.00349
1778.214,0.00317
1778.238,0.00289
1778.262,0.00308
1778.287,0.00308
1778.311,0.00425
1778.335,0.00466
1778.36,0.00396
1778.384,0.00373
1778.409,0.00353
1778.433,0.0034
1778.457,0.00344
1778.482,0.0033
1778.506,0.00326
1778.531,0.0034
1778.555,0.00324
1778.583,0.00322
1778.611,0.00332
1778.638,0.00346
1778.666,0.00373
1778.694,0.00353
1778.722,0.00348
1778.749,0.00363
1778.777,0.00387
1778.805,0.00393
1778.833,0.00388
1778.861,0.00382
1778.888,0.0037
1778.916,0.00362
1778.944,0.00342
1778.972,0.00351
1778.999,0.00384
1779.027,0.00384
1779.055,0.00361
1779.083,0.00344
1779.111,0.00339
1779.138,0.00339
1779.166,0.00355
1779.194,0.00368
1779.222,0.00385
1779.249,0.00399
1779.277,0.0042
1779.305,0.00459
1779.333,0.00489
1779.361,0.00513
1779.388,0.00471
1779.416,0.0045
1779.444,0.00445
1779.472,0.00418
1779.499,0.00395
1779.527,0.00386
1779.555,0.00404
1779.585,0.00463
1779.616,0.00407
1779.646,0.00368
1779.676,0.00379
1779.707,0.00354
1779.737,0.00355
1779.767,0.00373
1779.797,0.00365
1779.828,0.00346
1779.858,0.00353
1779.888,0.00342
1779.919,0.00358
1779.949,0.00363
1779.979,0.00374
1780.01,0.0033
1780.04,0.00331
1780.07,0.00377
1780.1,0.00311
1780.131,0.00323
1780.161,0.0032
1780.191,0.00332
1780.222,0.00412
1780.252,0.00394
1780.282,0.00497
1780.313,0.00422
1780.343,0.0036
1780.373,0.00352
1780.403,0.00323
1780.434,0.00339
1780.464,0.00381
1780.494,0.004
1780.525,0.00364
1780.555,0.00423
1780.585,0.00413
1780.616,0.00387
1780.646,0.00393
1780.676,0.00346
1780.707,0.00397
1780.737,0.00374
1780.767,0.00358
1780.797,0.00414
1780.828,0.00472
1780.858,0.00447
1780.888,0.0041
1780.919,0.00365
1780.949,0.00393
1780.979,0.00373
1781.01,0.0042
1781.04,0.0042
1781.07,0.0036
1781.1,0.00367
1781.131,0.00306
1781.161,0.00326
1781.191,0.00296
1781.222,0.00275
1781.252,0.00279
1781.282,0.00306
1781.313,0.00317
1781.343,0.00351
1781.373,0.00312
1781.403,0.0029
1781.434,0.00339
1781.464,0.00344
1781.494,0.00349
1781.525,0.00368
1781.555,0.00344
1781.574,0.00369
1781.593,0.00355
1781.613,0.00379
1781.632,0.00371
1781.651,0.00345
1781.67,0.00406
1781.69,0.00346
1781.709,0.00336
1781.728,0.00428
1781.747,0.00348
1781.767,0.00389
1781.786,0.00374
1781.805,0.00376
1781.824,0.0038
1781.843,0.00382
1781.863,0.00395
1781.882,0.00411
1781.901,0.00404
1781.92,0.00426
1781.94,0.0046
1781.959,0.00407
1781.978,0.00354
1781.997,0.00379
1782.017,0.00358
1782.036,0.00412
1782.055,0.00397
1782.074,0.00396
1782.093,0.00382
1782.113,0.0037
1782.132,0.0035
1782.151,0.00383
1782.17,0.00383
1782.19,0.00374
1782.209,0.00405
1782.228,0.00447
1782.247,0.00418
1782.267,0.0044
1782.286,0.00374
1782.305,0.00383
1782.324,0.00367
1782.343,0.00334
1782.363,0.00404
1782.382,0.00354
1782.401,0.00455
1782.42,0.00387
1782.44,0.00358
1782.459,0.0036
1782.478,0.00339
1782.497,0.00423
1782.517,0.00442
1782.536,0.005
1782.555,0.00483
1782.581,0.00418
1782.606,0.0039
1782.632,0.00329
1782.658,0.00332
1782.683,0.00332
1782.709,0.00316
1782.734,0.00341
1782.76,0.00333
1782.786,0.00356
1782.811,0.00336
1782.837,0.00334
1782.863,0.00329
1782.888,0.00332
1782.914,0.00356
1782.94,0.00395
1782.965,0.00354
1782.991,0.00328
1783.017,0.00319
1783.042,0.00342
1783.068,0.00407
1783.093,0.00364
1783.119,0.00421
1783.145,0.00391
1783.17,0.00357
1783.196,0.00357
1783.222,0.0036
1783.247,0.00342
1783.273,0.0037
1783.299,0.0038
1783.324,0.00365
1783.35,0.00355
1783.376,0.00363
1783.401,0.00343
1783.427,0.00302
1783.452,0.00337
1783.478,0.00286
1783.504,0.00355
1783.529,0.00389
1783.555,0.00321
1783.581,0.00447
1783.608,0.00403
1783.634,0.00328
1783.66,0.00284
1783.687,0.00301
1783.713,0.0032
1783.739,0.00318
1783.766,0.00336
1783.792,0.00357
1783.818,0.00377
1783.844,0.00361
1783.871,0.00405
1783.897,0.00448
1783.923,0.00393
1783.95,0.00454
1783.976,0.00389
1784.002,0.00329
1784.029,0.00356
1784.055,0.00372
1784.081,0.00389
1784.108,0.00378
1784.134,0.00381
1784.16,0.00364
1784.187,0.00373
1784.213,0.00326
1784.239,0.00345
1784.266,0.00349
1784.292,0.00357
1784.318,0.00372
1784.344,0.00401
1784.371,0.00448
1784.397,0.0038
1784.423,0.00354
1784.45,0.00321
1784.476,0.00363
1784.502,0.00405
1784.529,0.00369
1784.555,0.00381
1784.576,0.00385
1784.598,0.00365
1784.619,0.00371
1784.64,0.00373
1784.661,0.00352
1784.683,0.0044
1784.704,0.00432
1784.725,0.00386
1784.746,0.00376
1784.768,0.00348
1784.789,0.00324
1784.81,0.00332
1784.832,0.00358
1784.853,0.00376
1784.874,0.00377
1784.895,0.00348
1784.917,0.0034
1784.938,0.00356
1784.959,0.00384
1784.981,0.00403
1785.002,0.00353
1785.023,0.00351
1785.044,0.00332
1785.066,0.00335
1785.087,0.00339
1785.108,0.00364
1785.129,0.00352
1785.151,0.00331
1785.172,0.00347
1785.193,0.0034
1785.215,0.00396
1785.236,0.00376
1785.257,0.00378
1785.278,0.00335
1785.3,0.00324
1785.321,0.00317
1785.342,0.00348
1785.364,0.00332
1785.385,0.0034
1785.406,0.0034
1785.427,0.00356
1785.449,0.00368
1785.47,0.00337
1785.491,0.00349
1785.512,0.00346
1785.534,0.00357
1785.555,0.00347
1785.579,0.00379
1785.603,0.00377
1785.626,0.00372
1785.65,0.00389
1785.674,0.00396
1785.698,0.00414
1785.722,0.00436
1785.745,0.0042
1785.769,0.00399
1785.793,0.00388
1785.817,0.0038
1785.841,0.00361
1785.865,0.00352
1785.888,0.00369
1785.912,0.00349
1785.936,0.00346
1785.96,0.00379
1785.984,0.00359
1786.007,0.00334
1786.031,0.00306
1786.055,0.00332
1786.079,0.00312
1786.103,0.00394
1786.126,0.0036
1786.15,0.00387
1786.174,0.00389
1786.198,0.00367
1786.222,0.0039
1786.245,0.00466
1786.269,0.00369
1786.293,0.00394
1786.317,0.00342
1786.341,0.00366
1786.365,0.0044
1786.388,0.00405
1786.412,0.00414
1786.436,0.00434
1786.46,0.00359
1786.484,0.00372
1786.507,0.00402
1786.531,0.00396
1786.555,0.00375
1786.586,0.00356
1786.618,0.00321
1786.649,0.00326
1786.68,0.00343
1786.711,0.00328
1786.743,0.00321
1786.774,0.0031
1786.805,0.00303
1786.836,0.00313
1786.868,0.00373
1786.899,0.00335
1786.93,0.00356
1786.961,0.0036
1786.993,0.00338
1787.024,0.00355
1787.055,0.00318
1787.086,0.00337
1787.118,0.00377
1787.149,0.00566
1787.18,0.00529
1787.211,0.00494
1787.243,0.00633
1787.274,0.00676
1787.305,0.0056
1787.336,0.00481
1787.368,0.00401
1787.399,0.00391
1787.43,0.00412
1787.461,0.00437
1787.493,0.00457
1787.524,0.00434
1787.555,0.00438
1787.581,0.00344
1787.608,0.00333
1787.634,0.00349
1787.66,0.00363
1787.687,0.00367
1787.713,0.00362
1787.739,0.00368
1787.766,0.00358
