Age,Ba138Ca,BaCa,BCa,Cd,CdCa,Ce,CeCa,Eu,EuCa,Gd,GdCa,La,LaCa,LiCa,Lu,LuCa,MgCa,Mn,MnCa,P,PbCa,PCa,Pr,PrCa,Sm,SmCa,SrCa,UCa,Y,Yb,YbCa,YCa,ZnCa,Dist
1982.311584,0.003835326,0.003907192,0.417037913,0.002607638,2.32E-06,25.14653834,1.80E-08,3.797105691,2.50E-09,16.161756,1.03E-08,62.46095434,4.50E-08,0.005467148,1.102509592,6.31E-10,2.595902222,0.393568046,0.000716989,21.30502884,0.000554481,0.068841475,13.04356032,9.26E-09,11.34701541,7.55E-09,9.152444576,0.001505384,121.824318,8.724680516,5.05E-09,0.000137141,0.001546538,353.0821783
1982.332303,0.003912548,0.003984369,0.435701051,0.026899604,2.39E-05,21.99124392,1.57E-08,2.260377571,1.49E-09,16.68280822,1.06E-08,34.49895215,2.49E-08,0.005761296,0.956639469,5.47E-10,3.143405485,0.435277595,0.000792974,19.97901914,0.001128397,0.064556831,6.567556204,4.66E-09,5.427723243,3.61E-09,9.143216242,0.001338614,104.367776,6.836639859,3.95E-09,0.00011749,0.002394496,352.7906803
1982.353022,0.003417046,0.003609862,0.445123091,0.007643394,6.81E-06,12.8926962,9.21E-09,2.054045635,1.35E-09,8.683688814,5.53E-09,30.50689013,2.20E-08,0.005802624,0.319531596,1.83E-10,3.119361838,0.382857383,0.000697476,14.92022418,0.000437602,0.048210695,5.584113086,3.97E-09,10.02192311,6.67E-09,9.13449296,0.001360712,83.293387,4.547182307,2.63E-09,9.38E-05,0.002117642,352.4991824
1982.373741,0.002930001,0.003428484,0.447012952,0.013682645,1.22E-05,16.83291437,1.20E-08,1.67447157,1.10E-09,12.16173258,7.74E-09,37.3658866,2.69E-08,0.005658265,0.39352894,2.25E-10,3.05832577,0.350289102,0.000638145,14.03591113,0.000309563,0.045353275,7.814315424,5.55E-09,5.553809586,3.70E-09,9.129365368,0.001404328,92.470122,3.1714145,1.83E-09,0.000104096,0.002096668,352.2076844
1982.394459,0.004065187,0.004280089,0.459782531,0.01859108,1.66E-05,17.15105188,1.23E-08,2.262399127,1.49E-09,17.61989255,1.12E-08,31.78043042,2.29E-08,0.006339475,0.952840666,5.45E-10,3.56216213,0.672585989,0.001225294,20.59039014,0.000394686,0.066532312,5.122505864,3.64E-09,5.944976579,3.96E-09,9.058945133,0.001271759,78.23942,4.719546088,2.73E-09,8.81E-05,0.004691053,351.9161864
1982.415178,0.003464394,0.003443377,0.442409672,0.01851671,1.65E-05,15.45056689,1.10E-08,2.72487511,1.79E-09,10.22958202,6.51E-09,37.02926496,2.67E-08,0.005988131,1.004824653,5.75E-10,3.20040822,0.395106338,0.000719791,16.28156131,0.000298048,0.05260949,7.565825907,5.37E-09,8.305715681,5.53E-09,9.135471512,0.001350214,91.289578,3.503882109,2.03E-09,0.000102767,0.002575449,351.6246884
1982.435897,0.003174607,0.003143091,0.465099253,0.009514629,8.47E-06,13.23986621,9.46E-09,2.326699169,1.53E-09,10.14988041,6.46E-09,26.31456802,1.90E-08,0.006159096,0.435219656,2.49E-10,3.19272115,0.364759928,0.000664507,11.35382725,0.000262088,0.036686841,6.952257563,4.94E-09,5.286236336,3.52E-09,9.039237365,0.00132868,73.319721,4.247975636,2.46E-09,8.25E-05,0.002348533,351.3331905
1982.456616,0.003643102,0.003648103,0.489522657,0.009626318,8.57E-06,12.10723996,8.65E-09,1.687165198,1.11E-09,10.75627087,6.85E-09,20.90252786,1.51E-08,0.006473551,0.705860836,4.04E-10,3.104196171,0.383888743,0.000699355,15.68610906,0.000236014,0.050685446,4.106887545,2.92E-09,2.748954491,1.83E-09,9.136544622,0.001360171,73.014731,2.267915249,1.31E-09,8.22E-05,0.00303972,351.0416925
1982.477335,0.004524226,0.004367658,0.428086571,0.031073233,2.77E-05,24.51239749,1.75E-08,2.43410959,1.60E-09,14.54177583,9.26E-09,53.32679812,3.84E-08,0.006109103,1.584506283,9.06E-10,2.654126506,0.442616546,0.000806344,24.41598747,0.000280564,0.078893702,9.587234994,6.81E-09,9.912281818,6.60E-09,9.35597263,0.001602785,125.528901,8.231289629,4.76E-09,0.000141312,0.003577966,350.7501945
1982.498054,0.003922355,0.003836442,0.447099508,0.010339836,9.21E-06,24.22826847,1.73E-08,1.670334106,1.10E-09,15.30216618,9.74E-09,51.23317324,3.69E-08,0.005798179,1.581491298,9.05E-10,2.424667067,0.391429216,0.000713092,21.4511842,0.000303253,0.069313737,10.64819954,7.56E-09,11.33280703,7.54E-09,9.533858227,0.001682233,127.383553,5.442275942,3.15E-09,0.000143399,0.002268179,350.4586965
1982.518772,0.003574202,0.003314923,0.459791618,0.013188023,1.17E-05,26.08433654,1.86E-08,3.835676416,2.53E-09,24.4992991,1.56E-08,52.67811698,3.80E-08,0.00570359,1.556592739,8.90E-10,2.560614236,0.492910529,0.000897967,18.75376145,0.000329018,0.06059774,10.91867521,7.76E-09,10.24004366,6.82E-09,9.355568987,0.001627782,128.174097,7.433690573,4.30E-09,0.000144289,0.003543049,350.1671986
1982.539491,0.003733451,0.003901355,0.516052043,0.017121434,1.52E-05,17.18262887,1.23E-08,1.031809562,6.80E-10,8.853036648,5.63E-09,28.26942842,2.04E-08,0.006690246,0.521169392,2.98E-10,3.255145803,0.481027985,0.00087632,15.41043102,0.000304577,0.049794666,5.564403737,3.95E-09,3.175462596,2.11E-09,9.184283844,0.001338869,71.479716,4.366959985,2.53E-09,8.05E-05,0.003837802,349.8757006
1982.56021,0.00393181,0.004076383,0.464894836,0.010688668,9.52E-06,24.30552688,1.74E-08,3.684270133,2.43E-09,12.08739588,7.69E-09,51.88582818,3.74E-08,0.005855614,0.92917024,5.32E-10,2.159506206,0.492653763,0.0008975,24.13065601,0.000507713,0.07797173,9.946687959,7.06E-09,10.86863269,7.23E-09,9.505745136,0.001728834,130.901197,5.089568849,2.94E-09,0.000147359,0.003900401,349.5842026
1982.580929,0.00459969,0.004437967,0.477457732,0.008352151,7.44E-06,28.5197464,2.04E-08,2.88453202,1.90E-09,13.17432474,8.39E-09,57.55414467,4.15E-08,0.006199047,0.994707938,5.69E-10,2.218973466,0.509222844,0.000927685,27.3971215,0.000489614,0.088526435,11.43126195,8.12E-09,13.49830998,8.98E-09,9.643957545,0.001905517,140.082334,6.795694907,3.93E-09,0.000157695,0.003505811,349.2927046
1982.601648,0.004077876,0.003954653,0.466939011,0.024760242,2.20E-05,27.57460029,1.97E-08,3.241257396,2.13E-09,16.80073143,1.07E-08,53.83034471,3.88E-08,0.005629539,0.80455371,4.60E-10,2.224194168,0.493238072,0.000898564,22.57254357,0.000539988,0.072937108,11.24232386,7.99E-09,11.54570059,7.69E-09,9.655235388,0.001739303,140.951533,7.212443886,4.17E-09,0.000158673,0.003905331,349.0012067
1982.620984,0.004243783,0.004261559,0.487854418,0.002442358,2.17E-06,22.30994073,1.59E-08,1.905137894,1.25E-09,13.27181762,8.45E-09,45.90560317,3.31E-08,0.006106495,1.869469646,1.07E-09,2.352025882,0.414584613,0.000755276,25.29928351,0.000626967,0.081747836,9.009632461,6.40E-09,12.99136755,8.65E-09,9.451361152,0.001654374,114.087562,6.685693672,3.87E-09,0.000128432,0.002993773,348.7097087
1982.640321,0.004270667,0.004061027,0.494732405,0.009664878,8.61E-06,20.80605293,1.49E-08,3.852741217,2.54E-09,15.38498015,9.79E-09,47.45476459,3.42E-08,0.006099601,0.817356925,4.68E-10,2.415110663,0.481995094,0.000878082,18.15344751,0.000522204,0.058657987,9.876338825,7.01E-09,8.986731532,5.98E-09,9.45693049,0.00170953,109.907184,7.363278488,4.26E-09,0.000123726,0.003536418,348.4182107
1982.659657,0.004288957,0.004221955,0.491883561,0.021942708,1.95E-05,20.33918644,1.45E-08,1.317253792,8.68E-10,19.13267797,1.22E-08,50.09092336,3.61E-08,0.005866865,0.9329778,5.34E-10,2.325270864,0.466121225,0.000849164,17.68021893,0.000478573,0.057128876,11.4541574,8.14E-09,6.978650011,4.65E-09,9.556941504,0.001793765,128.909544,6.603939519,3.82E-09,0.000145117,0.004843863,348.1267127
1982.678994,0.003594513,0.003658952,0.510382196,0.003935607,3.50E-06,16.37246773,1.17E-08,2.304252727,1.52E-09,9.308772158,5.92E-09,37.59307292,2.71E-08,0.005696099,0.711745781,4.07E-10,2.455902899,0.310558929,0.000565766,11.64900857,0.000336824,0.037640641,8.178719095,5.81E-09,10.3202056,6.87E-09,9.481983605,0.001593061,94.789529,5.033805758,2.91E-09,0.000106707,0.002779987,347.8352148
1982.69833,0.004223193,0.004182367,0.475051084,0.009027594,8.04E-06,18.6794488,1.33E-08,1.904685605,1.25E-09,11.71891118,7.46E-09,44.3040678,3.19E-08,0.005604899,1.187741646,6.79E-10,2.47637542,0.33142767,0.000603784,12.63482624,0.000341697,0.040826045,6.939449977,4.93E-09,7.704902656,5.13E-09,9.234595573,0.001571807,124.773228,5.941376659,3.44E-09,0.000140461,0.002903302,347.5437168
1982.717667,0.004586962,0.004426758,0.49995332,0.016054684,1.43E-05,14.40414341,1.03E-08,3.20834382,2.11E-09,7.736016853,4.92E-09,33.31374276,2.40E-08,0.005770573,0.856121802,4.90E-10,2.592286753,0.355322788,0.000647315,12.5814776,0.000302519,0.040653664,5.757558963,4.09E-09,3.907818115,2.60E-09,9.220515929,0.001472551,101.966,2.920312933,1.69E-09,0.000114786,0.002641094,347.2522188
1982.737003,0.005095779,0.005459172,0.456977344,0.009675109,8.61E-06,30.15558039,2.15E-08,3.936937388,2.59E-09,22.06436838,1.40E-08,57.91176566,4.17E-08,0.005601348,1.728096893,9.89E-10,2.548519868,0.438266898,0.00079842,22.13417225,0.000316947,0.071520629,10.63676008,7.56E-09,11.61852476,7.73E-09,9.295880349,0.00159713,140.584149,7.519658239,4.35E-09,0.00015826,0.002627793,346.9607208
1982.756339,0.005691409,0.005503192,0.48798101,0.01310651,1.17E-05,22.63415246,1.62E-08,2.44278682,1.61E-09,9.640472009,6.14E-09,54.49617388,3.93E-08,0.006176929,1.450232286,8.30E-10,2.816157069,0.434240101,0.000791084,24.37895102,0.000381788,0.078774028,10.45821717,7.43E-09,9.390459013,6.25E-09,9.317321341,0.001560218,145.688446,4.206269134,2.43E-09,0.000164006,0.002836755,346.6692228
1982.775676,0.004398197,0.004629901,0.463493969,0.009063837,8.07E-06,25.81552089,1.84E-08,2.785594061,1.83E-09,19.52207441,1.24E-08,54.83171335,3.95E-08,0.006033174,0.758831875,4.34E-10,2.942373772,0.477151647,0.000869258,23.46242953,0.00038998,0.075812536,13.04754753,9.27E-09,11.34832272,7.55E-09,9.160995043,0.001542735,145.484576,7.367835383,4.26E-09,0.000163776,0.002943895,346.3777249
1982.795012,0.004419197,0.003864307,0.426114651,0.000421563,3.75E-07,29.02018817,2.07E-08,4.13583758,2.72E-09,18.24722229,1.16E-08,62.37114482,4.49E-08,0.005950246,1.257254773,7.19E-10,2.479798775,0.407998296,0.000743277,24.84898444,0.000250421,0.080292815,13.72236627,9.75E-09,12.49443809,8.32E-09,9.278826148,0.001735104,162.438958,9.346983823,5.41E-09,0.000182862,0.002448975,346.0862269
1982.814349,0.003763134,0.003873662,0.442940334,0.00997316,8.88E-06,25.75470097,1.84E-08,4.58427117,3.02E-09,18.53732415,1.18E-08,49.12564602,3.54E-08,0.00598026,1.449424646,8.29E-10,2.718071555,0.526863736,0.000959822,20.99897003,0.000275905,0.067852528,9.437494765,6.70E-09,9.262182685,6.17E-09,9.237954324,0.001625626,140.166022,8.203182924,4.74E-09,0.000157789,0.003592607,345.7947289
1982.833685,0.003966267,0.004266233,0.456516086,0.010353555,9.22E-06,29.48798803,2.11E-08,2.688114846,1.77E-09,11.93542657,7.60E-09,50.2052228,3.62E-08,0.006380932,1.533257592,8.77E-10,2.978196143,0.701002915,0.001277063,23.05556504,0.000354107,0.074497862,10.87959563,7.73E-09,12.3764062,8.24E-09,9.270275058,0.001524545,135.555674,6.188795249,3.58E-09,0.000152599,0.00400987,345.5032309
1982.853022,0.00361732,0.003417335,0.433898263,0.015630144,1.39E-05,35.22670949,2.52E-08,1.954907391,1.29E-09,11.63852723,7.41E-09,53.31555808,3.84E-08,0.00627431,0.707783259,4.05E-10,2.707124288,0.736388629,0.001341527,26.31739025,0.000264382,0.085037574,10.80902578,7.68E-09,9.963405502,6.63E-09,9.161635847,0.001555889,142.979488,8.001144699,4.63E-09,0.000160956,0.003952328,345.211733
1982.872358,0.004718773,0.004490825,0.474064246,0.013318685,1.19E-05,11.38936954,8.14E-09,0.95941098,6.32E-10,7.320238991,4.66E-09,22.56625608,1.63E-08,0.006928215,0.915243302,5.24E-10,3.679106484,1.003988544,0.001829032,12.32177024,0.000212953,0.039814489,4.846894026,3.44E-09,4.464104289,2.97E-09,9.081545877,0.001251606,60.056634,2.4752683,1.43E-09,6.76E-05,0.00749929,344.920235
1982.891695,0.004224202,0.00454393,0.443114773,0.018506816,1.65E-05,16.33581079,1.17E-08,2.304883283,1.52E-09,17.13446968,1.09E-08,40.7081987,2.93E-08,0.006264232,0.428459349,2.45E-10,3.239058143,0.672499695,0.001225137,18.17436918,0.00028242,0.05872559,8.160307293,5.80E-09,8.533443019,5.68E-09,9.14127513,0.001428125,113.291551,6.145356199,3.55E-09,0.000127536,0.005185065,344.628737
1982.911031,0.004374582,0.004326667,0.453877085,0.010775782,9.59E-06,22.19287468,1.59E-08,3.141560188,2.07E-09,15.83874226,1.01E-08,44.81991888,3.23E-08,0.005927731,1.843106334,1.05E-09,3.122315078,0.428170759,0.000780027,18.46227791,0.00031932,0.059655889,8.578238887,6.09E-09,10.29492451,6.85E-09,9.153906923,0.001512392,129.998904,7.903777859,4.57E-09,0.000146344,0.00254234,344.337239
1982.930368,0.004103041,0.003905617,0.431745911,0.00602775,5.37E-06,13.16215629,9.40E-09,1.698201199,1.12E-09,6.855019735,4.36E-09,28.97188676,2.09E-08,0.005575961,0.302696985,1.73E-10,3.31859212,0.528300248,0.000962439,13.11251691,0.000274202,0.042369574,5.389530302,3.83E-09,7.182655174,4.78E-09,8.904587159,0.001283409,99.679902,4.960361715,2.87E-09,0.000112213,0.002718281,344.0457411
1982.949704,0.004050017,0.003945764,0.428836223,0.019338496,1.72E-05,13.27368883,9.48E-09,2.827017071,1.86E-09,8.998542174,5.73E-09,31.70002479,2.28E-08,0.00609075,1.134289193,6.49E-10,3.295153429,0.587118837,0.001069593,13.98498309,0.000270294,0.045188714,7.066745823,5.02E-09,9.876762082,6.57E-09,9.041943689,0.001347706,102.030027,4.607559951,2.66E-09,0.000114858,0.003819793,343.7542431
1982.96904,0.003409169,0.003536115,0.406206532,0.013639365,1.21E-05,11.56080149,8.26E-09,2.424288025,1.60E-09,9.486936411,6.04E-09,29.51839027,2.13E-08,0.005780485,1.019965755,5.83E-10,3.102644105,0.522583867,0.000952025,12.18044498,0.000237984,0.039357834,6.513626253,4.63E-09,8.516825472,5.67E-09,8.959190656,0.001359606,109.527695,3.505778308,2.03E-09,0.000123299,0.002999076,343.4627451
1982.988377,0.003603105,0.003652834,0.405416084,0.010950285,9.75E-06,9.384002534,6.70E-09,2.495299641,1.64E-09,6.086577959,3.87E-09,32.06708727,2.31E-08,0.005406467,0.774781197,4.43E-10,3.292051551,0.563965842,0.001027414,14.09955774,0.000283686,0.045558932,5.035966366,3.58E-09,6.667304575,4.44E-09,8.762880661,0.001340878,96.353711,3.44726476,1.99E-09,0.000108468,0.003839232,343.1712471
1983.007713,0.003896297,0.003668928,0.435288656,0.022684894,2.02E-05,13.20066278,9.43E-09,1.675193588,1.10E-09,5.243359949,3.34E-09,30.46214313,2.19E-08,0.005988498,0.80734758,4.62E-10,3.556106083,0.527203567,0.000960441,12.60940874,0.000241707,0.040743916,5.475940797,3.89E-09,5.519019556,3.67E-09,9.058871976,0.001301502,89.825351,3.976562026,2.30E-09,0.000101119,0.003805301,342.8797492
1983.02705,0.003743807,0.003926575,0.409474869,0.002350223,2.09E-06,14.46665723,1.03E-08,1.962526705,1.29E-09,9.684312438,6.16E-09,33.12237857,2.39E-08,0.006023775,1.189919883,6.81E-10,3.507032722,0.57338955,0.001044581,12.42917686,0.000229855,0.040161545,8.352393782,5.93E-09,4.098430278,2.73E-09,9.016371271,0.001322811,92.613484,3.250892867,1.88E-09,0.000104258,0.004143867,342.5882512
1983.046386,0.003366595,0.00325199,0.385421451,0.022661524,2.02E-05,19.38571423,1.38E-08,1.85386927,1.22E-09,11.62960274,7.40E-09,41.27718163,2.97E-08,0.005351648,0.230404641,1.32E-10,2.996562642,0.559058934,0.001018474,15.95591273,0.000361436,0.051557244,8.452087551,6.00E-09,11.14971594,7.42E-09,9.029065906,0.001370876,122.167999,3.331754028,1.93E-09,0.000137528,0.004058461,342.2967532
1983.065723,0.002952565,0.003115102,0.385325012,0.007358466,6.55E-06,15.07491734,1.08E-08,1.852922032,1.22E-09,7.47539031,4.76E-09,32.29709109,2.33E-08,0.005257019,0.826896589,4.73E-10,3.092689158,0.486658226,0.000886577,12.04798411,0.000337427,0.038929823,6.492104533,4.61E-09,6.95763545,4.63E-09,8.782127485,0.001253261,90.883475,5.819371868,3.37E-09,0.00010231,0.003261377,342.0052552
1983.085059,0.002993884,0.003191116,0.362141696,0.013357642,1.19E-05,19.17398972,1.37E-08,2.5254743,1.66E-09,8.790186385,5.59E-09,39.9581804,2.88E-08,0.004763132,0.675824481,3.87E-10,2.807928766,0.66778905,0.001216555,15.52654261,0.000449954,0.05016985,6.754175713,4.80E-09,5.221979502,3.48E-09,8.726636889,0.001210035,120.769482,6.860732947,3.97E-09,0.000135954,0.005485974,341.7137573
1983.104396,0.003712262,0.003693524,0.414166259,0.00577123,5.14E-06,12.9327725,9.24E-09,1.886741665,1.24E-09,4.807312842,3.06E-09,20.73835683,1.49E-08,0.00602849,1.53300215,8.77E-10,3.952123915,0.751051488,0.00136824,11.35081932,0.000425003,0.036677122,4.514302314,3.21E-09,3.673762635,2.45E-09,8.705916522,0.00108142,59.571796,3.489347632,2.02E-09,6.71E-05,0.006222128,341.4222593
1983.124286,0.002765223,0.002792925,0.378031065,0.004088653,3.64E-06,15.80197094,1.13E-08,2.066183129,1.36E-09,11.38170598,7.24E-09,32.02725465,2.31E-08,0.005021468,0.750758549,4.29E-10,2.848014543,0.471766754,0.000859448,10.62210788,0.000453809,0.034322487,5.571299456,3.96E-09,6.562528924,4.37E-09,8.858525456,0.001312395,103.291826,3.481608678,2.01E-09,0.000116279,0.00351804,341.1307613
1983.144176,0.002975702,0.002877388,0.394528143,0.001923798,1.71E-06,18.29188102,1.31E-08,3.391216758,2.23E-09,7.231684942,4.60E-09,39.33877221,2.83E-08,0.005206415,1.639520689,9.38E-10,2.816297498,0.474333858,0.000864125,13.86451582,0.000549873,0.044799457,6.285549669,4.46E-09,3.730095804,2.48E-09,9.052669716,0.001438964,119.32006,9.08023047,5.25E-09,0.000134322,0.003464104,340.8392633
1983.164066,0.002521192,0.002754012,0.39699598,0.004731632,4.21E-06,12.74196748,9.10E-09,0.951288492,6.27E-10,7.859306105,5.00E-09,25.00947463,1.80E-08,0.005420118,1.544978243,8.84E-10,3.138259696,0.505338227,0.000920608,10.79082931,0.000419068,0.034867665,5.230783945,3.72E-09,5.305409831,3.53E-09,8.982184094,0.001344546,85.788974,3.44740646,1.99E-09,9.66E-05,0.002880385,340.5477654
1983.183956,0.002955123,0.002858341,0.410096152,0.006023998,5.36E-06,7.175726158,5.13E-09,1.320956391,8.70E-10,2.577484037,1.64E-09,17.71161955,1.28E-08,0.00544651,0.436686627,2.50E-10,3.776336488,0.459405697,0.000836929,9.785237371,0.000323046,0.031618365,3.240438774,2.30E-09,0.692212413,4.61E-10,8.732811432,0.001221531,56.50569,2.845293028,1.65E-09,6.36E-05,0.00377352,340.2562674
1983.203846,0.002911671,0.003053115,0.41335569,0.007671607,6.83E-06,41.84741761,2.99E-08,1.702588481,1.12E-09,5.077053162,3.23E-09,18.05250403,1.30E-08,0.005765693,0.356753206,2.04E-10,3.720385631,0.497182525,0.00090575,9.635368792,0.000311182,0.031134105,3.262015405,2.32E-09,3.335516504,2.22E-09,8.845024183,0.001217885,61.264658,3.372343852,1.95E-09,6.90E-05,0.003741506,339.9647694
1983.223736,0.00253796,0.002638264,0.410545855,0.006138306,5.47E-06,6.994989888,5.00E-09,1.027900098,6.77E-10,0.665505201,4.24E-10,15.84498228,1.14E-08,0.00528498,0.229178235,1.31E-10,3.439272421,0.397645794,0.000724417,8.251219437,0.000251372,0.026661598,3.188736419,2.26E-09,1.821214873,1.21E-09,8.80719428,0.001218227,59.707533,3.02811579,1.75E-09,6.72E-05,0.002572882,339.6732714
1983.243626,0.002608399,0.002760361,0.413001193,-0.001640806,-1.46E-06,11.06797128,7.91E-09,1.235991921,8.14E-10,7.117373513,4.53E-09,22.74920401,1.64E-08,0.005462094,0.777735167,4.45E-10,3.15946765,0.395346911,0.000720229,10.21430964,0.000276092,0.033004797,4.325033982,3.07E-09,0.897061994,5.97E-10,8.98144694,0.001336038,86.632661,4.028192339,2.33E-09,9.75E-05,0.00197066,339.3817735
1983.263516,0.002366369,0.002449917,0.38929541,0.005917918,5.27E-06,11.60062071,8.29E-09,0.663400768,4.37E-10,12.50492285,7.96E-09,27.13556172,1.96E-08,0.005014421,0.659472014,3.77E-10,3.114595341,0.361761357,0.000659044,10.13326965,0.000238322,0.032742938,5.262608206,3.74E-09,6.805499628,4.53E-09,8.953343995,0.001348911,93.781709,4.741954052,2.74E-09,0.000105573,0.002049589,339.0902755
1983.283406,0.003252643,0.003567702,0.417724547,0.012033267,1.07E-05,11.59627501,8.28E-09,1.395989411,9.19E-10,7.090605116,4.51E-09,20.46264955,1.47E-08,0.006083845,0.674123137,3.86E-10,3.627796739,0.538369749,0.000980783,13.61912548,0.000363735,0.044006544,4.82339897,3.43E-09,6.464604138,4.30E-09,9.007244987,0.001233753,83.075973,4.743247963,2.74E-09,9.35E-05,0.003805951,338.7987775
1983.303296,0.002937686,0.003250847,0.415916135,0.013979893,1.24E-05,13.66764622,9.76E-09,2.382354862,1.57E-09,8.725552223,5.55E-09,28.42252345,2.05E-08,0.005323801,0.970062566,5.55E-10,3.31593497,0.576771694,0.001050743,11.70175579,0.000335026,0.037811079,5.251264414,3.73E-09,5.440237867,3.62E-09,8.905350208,0.001274874,92.854133,5.687424134,3.29E-09,0.000104529,0.003836643,338.5072795
1983.323187,0.003368701,0.003347162,0.367586555,0.009431029,8.40E-06,25.86352996,1.85E-08,3.285720762,2.16E-09,11.94257094,7.60E-09,35.42184087,2.55E-08,0.005358807,1.110951357,6.35E-10,2.894943082,0.655025118,0.001193302,16.87736763,0.000372175,0.054534678,6.733537068,4.78E-09,5.136724999,3.42E-09,9.014584265,0.001269139,121.219169,4.597723315,2.66E-09,0.00013646,0.00378397,338.2157816
