Age,BCa,LiCa,MgCa,SrCa,UCa
1956.660572,0.560336,0.00629,3.959508,8.920177,0.00112
1956.743873,0.53813,0.00642,4.468567,8.768515,0.00108
1956.827174,0.522423,0.00618,4.579139,8.642063,0.00105
1956.910475,0.491501,0.00639,4.692083,8.717328,0.00109
1956.993776,0.484289,0.00668,4.995015,8.700255,0.00102
1957.077077,0.482335,0.0063,4.52458,8.713963,0.00112
1957.160378,0.471764,0.00604,4.078643,8.838881,0.00123
1957.243678,0.471633,0.00594,3.901311,8.75218,0.00121
1957.326979,0.513757,0.00656,4.573206,8.783729,0.00107
1957.41028,0.5501,0.00662,4.620428,8.803418,0.00107
1957.493581,0.545201,0.00612,3.892531,8.964818,0.00123
1957.576882,0.560389,0.00633,3.637804,9.075926,0.00134
1957.660183,0.539867,0.00605,3.319843,8.975257,0.00129
1957.743484,0.549455,0.00682,4.017199,9.058298,0.00122
1957.826784,0.501678,0.00659,4.613372,8.651124,0.00106
1957.910085,0.454721,0.00654,4.769906,8.677567,0.00105
1957.993386,0.46854,0.00657,5.067074,8.78356,0.00101
1958.076687,0.482734,0.00669,4.958817,8.720668,0.00102
1958.159988,0.467665,0.00643,4.900486,8.681275,0.00104
1958.243289,0.457851,0.00655,5.01088,8.623055,0.00102
1958.32659,0.485887,0.00658,4.780827,8.74775,0.00106
1958.40989,0.527732,0.00727,4.855699,8.918563,0.0011
1958.493191,0.551954,0.00734,4.498467,9.035408,0.00115
1958.576492,0.555995,0.00689,3.790399,9.143751,0.00128
1958.659793,0.542057,0.00641,3.748659,9.104504,0.00129
1958.743094,0.523679,0.00642,4.10116,8.959909,0.00121
1958.826395,0.498875,0.00655,4.545105,8.801265,0.00109
1958.909695,0.518864,0.00614,4.905818,8.7727,0.00108
1958.992996,0.503916,0.00601,4.949687,8.733839,0.00109
1959.076297,0.479319,0.00611,4.920586,8.725661,0.00111
1959.159598,0.472808,0.00619,5.230547,8.658349,0.0011
1959.242899,0.483517,0.00622,5.36954,8.732272,0.00104
1959.3262,0.505897,0.0061,4.81238,8.755031,0.00109
1959.409501,0.539794,0.00619,4.492422,8.888695,0.00112
1959.492801,0.546251,0.00638,4.42059,8.80977,0.00114
1959.576102,0.567553,0.00625,4.09324,9.013198,0.00127
1959.659403,0.571115,0.00622,3.90338,8.888322,0.00123
1959.742704,0.565509,0.00616,3.737056,8.948558,0.00127
1959.826005,0.55856,0.00639,4.205048,8.827688,0.0012
1959.909306,0.523891,0.00631,4.792758,8.773143,0.00108
1959.992607,0.503676,0.00592,4.729629,8.661941,0.00109
1960.075907,0.492494,0.00613,4.823151,8.77792,0.00112
1960.159208,0.468395,0.00589,4.618865,8.675737,0.00108
1960.242509,0.448248,0.00601,4.693675,8.643083,0.0011
1960.32581,0.476798,0.00607,4.582277,8.799712,0.00112
1960.409111,0.51538,0.00639,4.458434,8.837221,0.00117
1960.492412,0.559501,0.00664,4.410311,8.838102,0.00114
1960.575713,0.595681,0.00629,3.667667,9.038133,0.00131
1960.659013,0.589956,0.00591,3.345803,9.057329,0.00134
1960.742314,0.542338,0.00588,3.77288,8.810409,0.00122
1960.825615,0.511566,0.00604,4.438546,8.599939,0.00108
1960.908916,0.483778,0.00599,4.576648,8.724204,0.00109
1960.992217,0.478779,0.00575,4.168188,8.84467,0.00119
1961.075518,0.501782,0.00574,3.945959,8.907622,0.00125
1961.158819,0.508344,0.0058,3.936185,8.868347,0.00123
1961.242119,0.500521,0.00593,3.801615,8.89019,0.00126
1961.32542,0.523764,0.00593,3.724645,8.907751,0.00127
1961.408721,0.561362,0.0061,3.659548,8.943426,0.00129
1961.492022,0.604743,0.00592,3.291723,9.013775,0.00135
1961.575323,0.583479,0.00564,3.096839,9.032623,0.00136
1961.658624,0.538136,0.00581,3.73365,8.781321,0.00119
1961.741924,0.510901,0.00616,4.423811,8.690582,0.00108
1961.825225,0.515161,0.00644,4.402068,8.673071,0.00109
1961.908526,0.522022,0.00624,4.405123,8.903293,0.00111
1961.991827,0.510715,0.00612,4.28574,9.0242,0.00116
1962.075128,0.522439,0.00642,4.257289,9.264345,0.00122
1962.158429,0.540321,0.00657,4.297071,9.070751,0.00123
1962.24173,0.535836,0.00633,3.877535,8.929301,0.00127
1962.32503,0.544505,0.00615,3.65023,8.937196,0.00128
1962.408331,0.566233,0.00629,3.631865,8.898705,0.00131
1962.491632,0.590145,0.00668,3.715973,9.04264,0.00134
1962.574933,0.581643,0.00622,3.476987,9.175769,0.00147
1962.658234,0.548685,0.0062,3.852035,9.088054,0.00133
1962.741535,0.511248,0.00598,4.153422,8.801718,0.00119
1962.824836,0.49948,0.00582,4.280841,8.604308,0.0011
1962.908136,0.494952,0.00593,4.361291,8.72141,0.00111
1962.991437,0.488949,0.00607,4.306951,8.873842,0.00118
1963.074738,0.489255,0.0062,4.255572,8.83634,0.0012
1963.158039,0.495815,0.00627,4.248225,8.804732,0.00117
1963.24134,0.499033,0.0062,4.033176,8.888777,0.0012
1963.324641,0.502007,0.00623,3.794396,8.849045,0.00126
1963.407942,0.528245,0.00631,3.782568,8.921401,0.00129
1963.491242,0.553319,0.00656,3.695356,8.936784,0.00128
1963.574543,0.581531,0.00617,3.220963,9.127119,0.00136
1963.657844,0.565855,0.0059,3.291659,9.034984,0.0013
1963.741145,0.509404,0.00617,3.956057,8.879743,0.00117
1963.824446,0.480785,0.00603,4.316802,8.677576,0.00109
1963.907747,0.460657,0.0058,4.26658,8.654125,0.00106
1963.991048,0.461429,0.00572,4.308215,8.632615,0.00102
1964.074348,0.480418,0.00601,4.503665,8.702271,0.00103
1964.157649,0.496492,0.00602,4.234855,8.826075,0.00111
1964.24095,0.505108,0.00592,3.841071,8.811332,0.00116
1964.324251,0.522665,0.00617,3.988543,8.909611,0.00116
1964.407552,0.558907,0.00627,3.823775,8.921613,0.00117
1964.490853,0.589473,0.00625,3.238989,9.069151,0.0013
1964.574153,0.570525,0.00566,2.901505,9.031737,0.00136
1964.657454,0.524228,0.00575,3.570747,8.732855,0.00118
1964.740755,0.454909,0.00593,4.296726,8.60935,0.00105
1964.824056,0.445753,0.00591,4.279095,8.631594,0.00104
1964.907357,0.474086,0.00584,4.174654,8.703482,0.00105
1964.990658,0.499844,0.00624,3.809328,8.834854,0.00117
1965.073959,0.521522,0.0063,3.593064,8.955126,0.00124
1965.157259,0.550249,0.00662,3.843517,8.997692,0.00124
1965.24056,0.531689,0.00627,3.922238,8.967912,0.00122
1965.323861,0.491088,0.00617,4.081399,8.933168,0.00123
1965.407162,0.44562,0.00557,4.028677,8.679179,0.00121
1965.490463,0.420775,0.00525,3.689295,8.57305,0.00119
1965.573764,0.454768,0.00578,3.346582,9.080918,0.00147
1965.657065,0.457967,0.0058,3.819126,8.73636,0.00124
1965.740365,0.46127,0.00614,4.0016,8.715585,0.00114
1965.823666,0.51383,0.00602,3.62553,8.846533,0.00124
1965.906967,0.566001,0.00623,3.364628,9.093629,0.00133
1965.990268,0.523778,0.00565,3.233315,8.888714,0.00129
1966.073569,0.479625,0.00578,3.768216,8.792451,0.00119
1966.15687,0.474815,0.00588,3.984394,8.799632,0.00117
1966.240171,0.467919,0.00591,4.106839,8.829723,0.00122
1966.323471,0.445471,0.00595,3.921228,8.810566,0.00124
1966.406772,0.452091,0.00603,3.959567,8.810279,0.00122
1966.490073,0.470806,0.00602,3.466116,8.863192,0.00126
1966.573374,0.511197,0.00597,3.188999,8.995511,0.00132
1966.656675,0.517495,0.0059,3.211516,9.006605,0.0013
1966.739976,0.49203,0.00584,3.609785,8.855591,0.00118
1966.823276,0.464645,0.00626,4.405552,8.663339,0.00111
1966.906577,0.4527,0.00612,4.105956,8.638362,0.0011
1966.989878,0.424118,0.0059,4.243798,8.663896,0.00109
1967.073179,0.419561,0.00588,4.26994,8.522219,0.00107
1967.15648,0.426912,0.00593,4.103012,8.750855,0.00116
1967.239781,0.439057,0.00637,4.338971,8.803496,0.00113
1967.323082,0.450015,0.00657,4.272845,8.856706,0.00114
1967.406382,0.479565,0.00677,3.964301,8.995169,0.00124
1967.489683,0.486276,0.00636,3.461458,8.989215,0.00131
1967.572984,0.492647,0.00576,3.034086,9.061162,0.00136
1967.656285,0.473745,0.00593,3.513206,8.867795,0.00116
1967.739586,0.449282,0.00615,3.965376,8.845185,0.00115
1967.822887,0.44185,0.0064,4.463857,8.814041,0.00105
1967.906188,0.463331,0.00592,4.647623,8.700042,0.00103
1967.989488,0.479297,0.00631,5.040586,8.582429,0.00104
1968.072789,0.481846,0.00598,4.720386,8.563806,0.00103
1968.15609,0.481273,0.00608,4.785074,8.589703,0.00108
1968.239391,0.463539,0.00585,4.287482,8.680262,0.00115
1968.322692,0.483761,0.00613,4.012446,8.89527,0.00126
1968.405993,0.529603,0.00642,4.140085,8.900745,0.00132
1968.489294,0.544449,0.00634,3.761718,8.990084,0.00132
1968.572594,0.534892,0.00609,3.117225,9.085098,0.00142
1968.655895,0.551496,0.00595,3.259886,8.977783,0.00134
1968.739196,0.541861,0.00605,3.940719,8.745251,0.00114
1968.822497,0.523697,0.00643,4.568568,8.774801,0.00111
1968.905798,0.516907,0.00619,4.669706,8.709647,0.00109
1968.989099,0.503417,0.00621,4.669422,8.576433,0.00105
1969.0724,0.500041,0.00625,4.332795,8.678836,0.00116
1969.1557,0.503214,0.007,5.151281,8.714718,0.0011
1969.239001,0.512973,0.00634,4.350193,8.744873,0.00115
1969.322302,0.541049,0.00673,4.641532,8.755032,0.00117
1969.405603,0.555161,0.0066,4.341711,8.683838,0.00111
1969.488904,0.598394,0.00666,4.172208,8.915965,0.0012
1969.572205,0.621068,0.00669,3.840756,8.89732,0.00125
1969.655505,0.630929,0.00647,3.719164,8.925376,0.00128
1969.738806,0.605468,0.00662,4.034181,8.84802,0.00126
1969.822107,0.612389,0.00698,4.619639,8.878113,0.00118
1969.905408,0.556188,0.00668,5.033162,8.770951,0.00108
1969.988709,0.510678,0.00651,4.904469,8.66767,0.00107
1970.07201,0.505488,0.00657,5.029594,8.540454,0.00101
1970.155311,0.512368,0.00691,5.050037,8.696589,0.00105
1970.238611,0.493402,0.00603,4.441487,8.628421,0.00104
1970.321912,0.501106,0.00627,4.683307,8.617506,0.000998
1970.405213,0.50364,0.00655,4.774451,8.706095,0.000999
1970.488514,0.522868,0.00705,4.942689,8.631999,0.000966
1970.571815,0.558063,0.00642,3.537736,8.817605,0.00123
1970.655116,0.584142,0.00656,3.684171,8.893866,0.00124
1970.738417,0.575054,0.0063,3.884472,8.745941,0.00115
1970.821717,0.541759,0.00658,4.540788,8.732486,0.0011
1970.905018,0.510783,0.00665,4.515091,8.705349,0.00107
1970.988319,0.482746,0.0063,4.739341,8.591869,0.000989
1971.07162,0.471252,0.00658,4.86453,8.674274,0.00107
1971.154921,0.460439,0.00622,4.418309,8.607674,0.00113
1971.238222,0.484604,0.00614,4.436195,8.645489,0.00109
1971.321523,0.510067,0.00662,4.706179,8.689056,0.00102
1971.404823,0.533653,0.00649,4.122565,8.757018,0.00111
1971.488124,0.568485,0.00703,4.034603,8.854813,0.00117
1971.571425,0.544684,0.00614,3.154645,9.159542,0.00134
1971.654726,0.560221,0.00607,3.284678,8.712274,0.0012
1971.738027,0.538405,0.00643,4.231226,8.739657,0.00107
1971.821328,0.515699,0.0065,4.595165,8.722667,0.00106
1971.904629,0.496433,0.00637,4.564498,8.681364,0.00106
1971.987929,0.487138,0.00655,4.629042,8.663557,0.00106
1972.07123,0.474302,0.00633,4.778057,8.619642,0.000993
1972.154531,0.45168,0.00602,4.452391,8.543446,0.00103
1972.237832,0.454747,0.00619,4.690948,8.631799,0.000998
1972.321133,0.46958,0.00651,4.974866,8.583209,0.00094
1972.404434,0.495081,0.00665,4.600321,8.690352,0.00101
1972.487734,0.562128,0.00696,4.297386,8.838654,0.00113
1972.571035,0.575824,0.00654,3.492014,9.070526,0.0013
1972.654336,0.591891,0.00652,4.011853,8.983269,0.00124
1972.737637,0.561235,0.00684,4.493401,8.763105,0.00113
1972.820938,0.51355,0.0071,4.752707,8.730504,0.00109
1972.904239,0.47538,0.00694,5.132406,8.770802,0.00109
1972.98754,0.461751,0.00693,5.149782,8.541967,0.001
1973.07084,0.459659,0.00649,4.871587,8.566753,0.00105
1973.154141,0.455556,0.00626,4.572047,8.703963,0.00109
1973.237442,0.472977,0.00671,5.210027,8.689323,0.00101
1973.320743,0.490467,0.00664,4.801296,8.749249,0.00103
1973.404044,0.49361,0.00695,4.841653,8.676654,0.00103
1973.487345,0.543236,0.00663,3.940408,8.905456,0.00121
1973.570646,0.548352,0.00675,3.693017,9.075823,0.0013
1973.653946,0.540354,0.00647,3.744824,8.908916,0.00123
1973.737247,0.515643,0.00662,4.51884,8.788525,0.00111
1973.820548,0.510518,0.00703,5.196931,8.836729,0.00111
1973.903849,0.46671,0.00644,4.878948,8.690596,0.00105
1973.98715,0.457439,0.00639,4.764631,8.66425,0.00107
1974.070451,0.47163,0.00658,5.148957,8.558738,0.00102
1974.153752,0.487807,0.00626,4.864261,8.754299,0.00105
1974.237052,0.501093,0.00638,4.776828,8.885626,0.00111
1974.320353,0.491107,0.00649,4.781593,8.922038,0.00115
1974.403654,0.543767,0.00674,4.544327,8.916172,0.00116
1974.486955,0.584067,0.00691,4.504824,8.994266,0.00125
1974.570256,0.604887,0.00669,4.161524,9.195284,0.00136
1974.653557,0.598268,0.00678,4.201193,9.199103,0.00131
1974.736857,0.547335,0.00693,4.7476,8.976539,0.00126
1974.820158,0.511027,0.00659,4.924018,8.886669,0.00117
1974.903459,0.530561,0.00642,5.135593,8.879422,0.00107
1974.98676,0.50999,0.00652,5.024025,8.836639,0.00113
1975.070061,0.4931,0.00646,4.985791,8.679893,0.00109
1975.153362,0.489751,0.00664,5.030952,8.741896,0.0011
1975.236663,0.506304,0.00659,5.411995,8.824798,0.00108
1975.319963,0.539522,0.00652,5.146869,8.992451,0.00116
1975.403264,0.512035,0.00662,4.918428,8.775268,0.00108
1975.486565,0.576228,0.00679,4.561753,8.856704,0.00117
1975.56987,0.642255,0.00679,3.709014,9.275917,0.00136
1975.65317,0.642197,0.00705,3.753777,9.288365,0.00134
1975.73647,0.624598,0.00692,3.978908,9.142586,0.00132
1975.81977,0.596701,0.00701,4.164084,8.951186,0.00125
1975.90307,0.545703,0.00701,4.595592,8.96916,0.00119
1975.98637,0.511293,0.00641,4.641743,8.804862,0.00112
1976.06967,0.492224,0.00668,4.832217,8.746182,0.00106
1976.15297,0.509214,0.00638,4.789547,8.685834,0.00112
1976.23627,0.461316,0.00667,4.90879,8.895816,0.00118
1976.31957,0.439741,0.00646,5.113332,8.718686,0.00106
1976.40288,0.457304,0.00641,4.9924,8.68083,0.00103
1976.48618,0.554943,0.00664,4.181675,8.962167,0.00118
1976.56948,0.594813,0.00636,3.664119,9.125828,0.00133
1976.65278,0.573576,0.00644,3.970386,8.996944,0.00126
1976.73608,0.519563,0.00649,4.442452,8.808595,0.00116
1976.81938,0.462933,0.00647,4.908093,8.795941,0.00111
1976.90268,0.46855,0.00649,5.09517,8.808052,0.00111
1976.98598,0.485309,0.00634,4.433285,8.938867,0.00126
1977.06928,0.488774,0.00646,4.851075,8.791115,0.00115
1977.15258,0.499996,0.00682,5.45143,8.742911,0.00107
1977.23588,0.502204,0.00696,5.35569,8.729981,0.00106
1977.31918,0.538053,0.00672,4.59724,8.873706,0.00113
1977.40249,0.552165,0.00657,4.216201,8.934402,0.0012
1977.48579,0.565632,0.00683,3.941445,9.110514,0.00127
1977.56909,0.611834,0.00646,3.13649,9.35768,0.00148
1977.65239,0.608608,0.00635,3.336117,9.296656,0.00141
1977.73569,0.57533,0.00703,4.131425,9.114376,0.00125
1977.81899,0.520674,0.00649,4.556308,8.8963,0.00116
1977.90229,0.488251,0.00652,4.771255,8.755246,0.00111
1977.98559,0.465522,0.00637,4.665159,8.808952,0.00111
1978.06889,0.4634,0.00641,4.560686,8.780118,0.00112
1978.15219,0.441388,0.00627,4.470478,8.871745,0.00119
1978.23549,0.456509,0.00667,5.10595,8.82849,0.00109
1978.31879,0.48916,0.00684,4.866637,8.929129,0.00115
1978.4021,0.516284,0.00655,4.256218,8.954068,0.00119
1978.4854,0.544785,0.00641,3.777239,8.894092,0.00128
1978.5687,0.581072,0.00657,3.667568,8.966935,0.0013
1978.652,0.567248,0.00643,3.614366,9.090976,0.00129
1978.7353,0.527553,0.00639,4.079662,8.857823,0.00119
1978.8186,0.511038,0.0066,4.617225,8.834512,0.00114
1978.9019,0.495618,0.00634,4.742217,8.802851,0.00108
1978.9852,0.490965,0.00614,4.588976,8.815642,0.00116
1979.0685,0.50566,0.00594,4.32436,8.773927,0.00118
1979.1518,0.51618,0.00632,4.459017,8.827811,0.00115
1979.2351,0.531443,0.00665,4.382598,8.968654,0.00122
1979.3184,0.524964,0.0065,4.330321,8.847668,0.00118
1979.40171,0.559173,0.00682,4.545318,8.947279,0.00121
1979.48501,0.609662,0.00716,4.276562,9.144936,0.00133
1979.56831,0.617959,0.00695,3.911837,9.226937,0.00145
1979.65161,0.585976,0.00682,3.994585,9.022876,0.00136
1979.73491,0.560922,0.00694,4.481556,8.981758,0.00127
1979.81821,0.539153,0.00698,4.83277,8.790095,0.00115
1979.90151,0.505603,0.00644,4.684677,8.769393,0.00114
1979.98481,0.495007,0.00682,5.267088,8.583872,0.00104
1980.06811,0.481167,0.00622,4.575134,8.735932,0.00119
1980.15141,0.486574,0.00654,4.458566,8.814736,0.00117
1980.23471,0.519474,0.00672,4.41092,8.885181,0.00122
1980.31802,0.543035,0.00717,4.766686,9.004411,0.00119
1980.40132,0.576125,0.00712,4.126517,9.038726,0.00131
1980.48462,0.59262,0.00738,4.508817,9.032356,0.00127
1980.56792,0.578563,0.00683,3.758375,9.160605,0.00149
1980.65122,0.567957,0.00692,3.97709,9.010225,0.00136
1980.73452,0.566652,0.00685,4.381844,8.922247,0.00129
1980.81782,0.558462,0.00701,4.715129,8.885383,0.00122
1980.90112,0.514516,0.00649,4.211513,9.015212,0.0013
1980.98442,0.505687,0.00642,4.437249,8.899183,0.00128
1981.06772,0.490182,0.00687,4.948857,8.953427,0.00121
1981.15102,0.494467,0.00704,5.479645,8.822841,0.00116
1981.23432,0.502473,0.00684,5.226216,8.66775,0.00112
1981.31763,0.547368,0.00712,4.452515,9.11889,0.00126
1981.40093,0.546533,0.00688,4.513875,8.94702,0.00123
1981.48423,0.578012,0.00681,4.210484,8.847775,0.00124
1981.56753,0.589347,0.00716,4.107055,9.033172,0.00131
1981.65083,0.576893,0.0068,3.872581,8.941336,0.00129
1981.73413,0.566457,0.00705,4.267698,8.917872,0.00128
1981.81743,0.520729,0.00687,4.457546,8.73202,0.00119
1981.90073,0.51375,0.0071,4.679994,8.714685,0.00115
1981.98403,0.508651,0.00672,4.953261,8.643796,0.00107
1982.06733,0.537028,0.00692,5.035919,8.842881,0.00112
1982.15063,0.557059,0.00734,5.310876,8.744198,0.00113
1982.23393,0.556557,0.00732,5.292352,8.74141,0.00115
1982.31724,0.558895,0.00684,4.914924,8.867329,0.00117
1982.40054,0.595079,0.00708,4.086044,9.252793,0.00133
1982.48384,0.63371,0.0071,4.189542,9.097986,0.00134
1982.56714,0.662864,0.00747,3.782546,9.479761,0.00154
1982.65044,0.629054,0.00742,3.731274,9.448664,0.00151
1982.73374,0.599185,0.00715,3.943207,9.175133,0.00133
1982.81704,0.597813,0.00709,4.420225,8.993691,0.00121
1982.90034,0.577184,0.00735,4.769297,8.961836,0.00125
1982.98364,0.546696,0.00702,4.670008,8.857468,0.00126
1983.06694,0.559514,0.00695,4.846371,8.816743,0.0012
1983.15024,0.552691,0.00694,5.121479,8.712291,0.00112
1983.23354,0.54126,0.00686,5.095127,8.760741,0.00112
1983.31685,0.55614,0.00724,5.286591,8.852208,0.00111
1983.40015,0.569363,0.00757,5.442062,8.935119,0.00113
1983.48345,0.567955,0.00739,4.811767,8.980902,0.00122
1983.56675,0.595478,0.00723,4.165523,9.310848,0.0014
1983.65005,0.636965,0.00716,4.098412,9.088094,0.00129
1983.73335,0.641853,0.00719,4.638704,9.186899,0.00123
1983.81665,0.588594,0.00729,4.998415,8.924036,0.00114
1983.89995,0.558846,0.00722,5.231308,8.850524,0.00113
1983.98325,0.537618,0.00679,4.814525,8.809872,0.00118
1984.06655,0.541923,0.007,5.012174,8.771475,0.00113
1984.14985,0.550343,0.00704,4.978933,8.873289,0.00114
1984.23316,0.539024,0.00719,5.108771,8.862782,0.00113
1984.31646,0.533177,0.00722,4.886796,8.930904,0.00114
1984.39976,0.588016,0.00722,4.713203,8.9299,0.00112
1984.48306,0.606723,0.00771,4.793514,8.931074,0.00113
1984.56636,0.632153,0.00733,3.833039,9.21639,0.00133
1984.64966,0.621176,0.00689,3.509092,9.138155,0.00135
1984.73296,0.588114,0.00704,3.959636,9.000381,0.00121
1984.81626,0.556267,0.00684,4.250618,8.965943,0.00116
1984.89956,0.523443,0.00652,4.401583,8.990977,0.00117
1984.98286,0.526176,0.00601,4.664282,8.81113,0.00112
1985.06616,0.524495,0.00667,4.73304,8.806298,0.00112
1985.14946,0.513751,0.00668,4.723348,8.721895,0.00113
1985.23277,0.513465,0.00651,4.299891,9.026917,0.00125
1985.31607,0.504387,0.0068,4.478046,8.828228,0.00118
1985.39937,0.502719,0.00704,4.586366,8.843935,0.00115
1985.48267,0.578894,0.00706,4.092393,9.069844,0.00122
1985.56597,0.617831,0.00698,3.419874,9.318235,0.00144
1985.64927,0.634285,0.00688,3.408756,9.159735,0.00142
1985.73257,0.591612,0.00685,4.139257,9.137317,0.00127
1985.81587,0.523202,0.00671,4.723659,8.868469,0.00112
1985.89917,0.503677,0.00664,4.68915,8.906147,0.00114
1985.98247,0.498698,0.00642,4.448281,8.877286,0.00118
1986.06577,0.473379,0.0064,4.48223,8.848431,0.00118
1986.14907,0.485663,0.00682,5.040346,8.847929,0.00111
1986.23238,0.520458,0.007,4.718446,8.989997,0.00118
1986.31568,0.541285,0.00663,3.963578,9.117985,0.00126
1986.39898,0.552481,0.00684,4.1117,9.037486,0.00121
1986.48228,0.580893,0.00733,4.063751,9.167897,0.00124
1986.56558,0.604775,0.00678,3.478565,9.265804,0.00136
1986.64888,0.552481,0.00648,3.493847,9.116636,0.00137
1986.73218,0.540864,0.00692,4.251614,9.023984,0.0012
1986.81548,0.510272,0.00678,4.605517,8.885975,0.00114
1986.89878,0.488223,0.00626,4.174842,8.919585,0.00122
1986.98208,0.466648,0.00618,4.509313,8.804289,0.00117
