Age,Ba138Ca,BaCa,BCa,CdCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa,Distance
1988.245407,0.00767869,0.00792421,0.527834,-3.79E-06,0.00688918,4.1681,0.00102299,5.76E-05,0.00218631,8.780574298,0.00113723,0.00034397,441.3445876
1988.252829,0.00757996,0.00707152,0.550561,1.14E-06,0.0072205,4.540891,0.000902847,5.40E-05,0.000592644,8.829510064,0.00110516,0.00032825,441.1687634
1988.260251,0.00733918,0.00751205,0.54109,-1.81E-06,0.00710901,4.271575,0.000857219,5.86E-05,0.00230677,8.925298835,0.00120301,0.000374781,440.9929392
1988.267672,0.00975329,0.00987521,0.527264,3.61E-06,0.00673409,4.031626,0.000928819,6.79E-05,0.0028109,8.971062861,0.00120489,0.000424402,440.8171151
1988.275094,0.0130262,0.0129975,0.484002,1.31E-06,0.00631233,3.570458,0.000922172,7.06E-05,0.0049077,8.943971538,0.00132635,0.000542515,440.6412909
1988.282516,0.0120757,0.01207,0.482946,5.40E-07,0.00612507,3.426583,0.000830852,5.45E-05,0.00541461,9.049625661,0.00133851,0.000505183,440.4654667
1988.289937,0.010585,0.0105983,0.512758,9.89E-06,0.00646508,3.201692,0.000775367,7.03E-05,0.00330084,9.058092289,0.00136239,0.000520019,440.2896425
1988.297359,0.00953769,0.00958761,0.495576,-4.58E-06,0.0060715,3.079257,0.000816658,6.02E-05,0.00405647,9.109092696,0.00143703,0.000565665,440.1138184
1988.304781,0.00906656,0.00920985,0.505519,-1.38E-06,0.00634434,3.335227,0.000874965,5.36E-05,0.00333425,8.78354509,0.00128873,0.00055748,439.9379942
1988.312202,0.0107143,0.0108826,0.513009,4.42E-06,0.00632429,3.314853,0.000794078,6.75E-05,0.00755587,9.113714049,0.00137522,0.000539718,439.76217
1988.319624,0.0101896,0.0098331,0.527293,5.62E-06,0.00659783,3.491644,0.000791239,7.60E-05,0.00569902,9.088970486,0.00136821,0.000597848,439.5863458
1988.327046,0.00966955,0.00905599,0.53742,6.19E-06,0.00641543,3.701582,0.00100341,6.01E-05,0.00216223,8.903667675,0.00125433,0.00052011,439.4105217
1988.334468,0.00897253,0.00848871,0.519457,1.27E-06,0.0063656,3.790762,0.00109473,5.91E-05,0.0022803,8.932206334,0.00124206,0.000466767,439.2346975
1988.341889,0.00861269,0.00811728,0.515099,5.19E-06,0.00670771,3.827835,0.000944996,6.79E-05,0.00431595,8.8298302,0.00120141,0.000507336,439.0588733
1988.349311,0.00870084,0.00849942,0.530746,-1.63E-06,0.00653094,3.64619,0.00103558,7.35E-05,0.00446318,8.911577525,0.00128764,0.000486267,438.8830491
1988.356733,0.00706804,0.00723322,0.51297,2.60E-06,0.00659344,3.928256,0.0010321,6.64E-05,0.00151968,8.694032471,0.00115701,0.000434081,438.707225
1988.364154,0.00646293,0.0063239,0.539976,-1.72E-06,0.00626098,3.182697,0.000705723,7.18E-05,0.00666668,9.258513236,0.00144931,0.000572286,438.5314008
1988.371576,0.00681137,0.00661434,0.588409,-6.17E-07,0.00691356,3.579901,0.000736822,7.49E-05,0.00759072,9.139721332,0.0012985,0.000567297,438.3555766
1988.378998,0.00724618,0.00710755,0.569042,7.90E-06,0.00653145,3.458619,0.000821565,7.23E-05,0.00552739,9.149413576,0.00142537,0.000614143,438.1797524
1988.386419,0.00607947,0.00655906,0.5653,4.90E-06,0.00670015,3.72213,0.000749613,6.73E-05,0.00542319,8.997099629,0.00128444,0.000566321,438.0039283
1988.393841,0.00649857,0.00612985,0.568609,4.64E-06,0.00700328,3.981313,0.000816899,6.54E-05,0.00519671,8.858190611,0.00120075,0.000516273,437.8281041
1988.401263,0.00586469,0.00615108,0.506033,1.82E-06,0.00637507,3.749237,0.00103725,6.55E-05,0.00761997,9.032006122,0.00123525,0.000587859,437.6522799
1988.408684,0.0060422,0.00582948,0.552318,-5.35E-06,0.00700154,3.883815,0.000848658,6.85E-05,0.00403773,8.816218272,0.00119777,0.000520947,437.4764557
1988.416106,0.00602594,0.00594266,0.548192,7.05E-07,0.00690622,4.140454,0.00078154,5.86E-05,0.00927035,8.855053125,0.00113155,0.000360451,437.3006316
1988.423528,0.00593619,0.00617976,0.541928,-1.94E-06,0.00718016,4.061772,0.000951024,6.73E-05,0.00743806,8.957542297,0.00119203,0.000484772,437.1248074
1988.430949,0.0059348,0.00598313,0.550491,4.96E-07,0.00720674,4.125605,0.000734974,5.71E-05,0.00428759,8.779110351,0.0011441,0.000421898,436.9489832
1988.438371,0.00579769,0.00563457,0.54663,4.28E-06,0.00653778,3.538631,0.000727357,6.20E-05,0.00686664,9.166944513,0.00134962,0.000496803,436.773159
1988.445793,0.00548133,0.00539861,0.581454,1.19E-05,0.00690237,3.681988,0.000707571,6.81E-05,0.00338625,8.879332338,0.00126602,0.000553522,436.5973349
1988.453214,0.00539706,0.00550489,0.584926,3.34E-06,0.00698874,3.867694,0.00079363,6.05E-05,0.00456049,9.119083573,0.00126233,0.000583076,436.4215107
1988.460636,0.00547509,0.00541652,0.579115,1.02E-05,0.00660453,3.577231,0.000851844,7.42E-05,0.00830145,9.075846211,0.00133088,0.000697907,436.2456865
1988.468058,0.00548432,0.00556204,0.588058,3.16E-06,0.0071212,3.784302,0.00090761,6.34E-05,0.0105799,9.036456151,0.00121187,0.000546662,436.0698623
1988.475479,0.00554955,0.00553304,0.57731,3.09E-06,0.00712932,3.347552,0.000771959,7.56E-05,0.00911383,9.074907914,0.0013564,0.000559956,435.8940381
1988.482901,0.00577879,0.00525514,0.591641,1.13E-05,0.0069711,3.435362,0.000798014,7.05E-05,0.00917092,9.071369676,0.00138783,0.000569579,435.718214
1988.490323,0.00534295,0.00508039,0.63049,-2.65E-06,0.00723162,3.459193,0.000722426,6.77E-05,0.0104753,9.11467169,0.00134877,0.000534548,435.5423898
1988.497744,0.00480325,0.00475726,0.624288,3.54E-06,0.00694924,3.441323,0.00078354,6.31E-05,0.0083857,9.229016834,0.00139951,0.000483769,435.3665656
1988.505166,0.00500822,0.00504216,0.628766,8.47E-06,0.00729461,3.641663,0.00133628,7.52E-05,0.00674173,9.101688811,0.00129329,0.000515377,435.1907414
1988.512588,0.00403197,0.00442278,0.60003,2.69E-06,0.00693958,3.503499,0.000898972,6.15E-05,0.00569097,9.062625783,0.00129562,0.000426412,435.0149173
1988.520009,0.00453197,0.00451934,0.596373,4.56E-06,0.00741778,3.647443,0.000782163,5.36E-05,0.00448849,9.011997118,0.00132402,0.000358658,434.8390931
1988.527431,0.00509828,0.00496454,0.601792,3.38E-06,0.00758643,3.814599,0.000772643,4.68E-05,0.00505239,9.028478133,0.00126107,0.000264987,434.6632689
1988.534853,0.00505272,0.00526689,0.610473,6.42E-06,0.00806988,3.970544,0.000776226,5.12E-05,0.00423524,9.108544467,0.0012326,0.00027273,434.4874447
1988.542274,0.00488662,0.00508824,0.614458,4.99E-06,0.0074835,3.821957,0.000721707,6.02E-05,0.00437086,9.132853565,0.00128982,0.000418798,434.3116206
1988.549696,0.00475112,0.0047878,0.621434,9.42E-06,0.00722908,3.536272,0.000644577,6.84E-05,0.0078405,9.027227792,0.00130038,0.000451819,434.1357964
1988.557118,0.00473806,0.00440617,0.618241,-2.71E-06,0.00699999,3.131097,0.000657572,7.10E-05,0.00346552,9.387966425,0.00152122,0.000556634,433.9599722
1988.564539,0.00423076,0.00422865,0.612612,2.87E-06,0.00695062,3.133383,0.000603255,6.36E-05,0.00625242,9.143956441,0.00144743,0.000513623,433.784148
1988.571961,0.00439846,0.00431957,0.590106,8.27E-06,0.00710542,3.055682,0.000625382,6.58E-05,0.00703943,9.392508671,0.00151954,0.000529219,433.6083239
1988.579383,0.00441177,0.00432647,0.607645,8.19E-06,0.00687985,3.087576,0.000621119,6.73E-05,0.00685244,9.170569556,0.00145065,0.0005737,433.4324997
1988.586804,0.00467302,0.00450165,0.600191,9.26E-06,0.00725076,3.15537,0.000631861,6.03E-05,0.00878345,9.387754748,0.0014602,0.00051099,433.2566755
1988.594226,0.00574464,0.00545911,0.618015,-2.37E-06,0.00786261,3.442089,0.000660276,7.32E-05,0.00548972,9.151763946,0.00132352,0.000356283,433.0808513
1988.601648,0.00404548,0.00392688,0.593299,4.69E-06,0.0069377,2.906773,0.0004996,6.77E-05,0.00610987,9.29755919,0.00154361,0.000569418,432.9050272
1988.608535,0.00412168,0.00408978,0.584585,2.82E-06,0.00694488,3.075094,0.000608727,7.65E-05,0.00833844,9.205934922,0.00153801,0.000544125,432.729203
1988.615422,0.00421491,0.0042473,0.59526,6.06E-06,0.00706845,3.073604,0.000590566,7.16E-05,0.00816221,9.335155201,0.00152575,0.000549405,432.5533788
1988.622309,0.0044993,0.0049193,0.617935,1.23E-05,0.00782892,3.415477,0.000564362,5.88E-05,0.00723907,9.264173128,0.00134286,0.000395896,432.3775546
1988.629196,0.0045254,0.00428915,0.622324,8.82E-06,0.00679805,3.033382,0.000634631,8.13E-05,0.00861146,9.288858715,0.00146649,0.000659349,432.2017305
1988.636083,0.00432618,0.00458913,0.625588,2.26E-06,0.00755463,3.273279,0.000642942,7.34E-05,0.00723953,9.11643621,0.00137768,0.000563358,432.0259063
1988.64297,0.00456328,0.00481873,0.658837,8.00E-06,0.00735414,3.222999,0.000567013,7.92E-05,0.00780532,9.302834073,0.0014624,0.000491079,431.8500821
1988.649856,0.00458046,0.00488036,0.638361,6.90E-06,0.0071857,3.023434,0.000557617,6.95E-05,0.00910733,9.399786924,0.00152379,0.000547349,431.6742579
1988.656743,0.00462264,0.0043312,0.603172,8.23E-07,0.00694665,2.934609,0.000584584,7.43E-05,0.00854273,9.304619802,0.00152035,0.000678792,431.4984338
1988.66363,0.00416629,0.00422883,0.619783,3.89E-06,0.00699395,3.070022,0.000908138,7.71E-05,0.00518795,9.209125875,0.00145718,0.000645311,431.3226096
1988.670517,0.0045109,0.00430915,0.632456,1.16E-06,0.00784746,3.425909,0.000714413,7.30E-05,0.00485877,9.129361557,0.00135896,0.000459729,431.1467854
1988.677404,0.00440631,0.0045897,0.609897,7.39E-06,0.00750573,3.426215,0.000700679,6.55E-05,0.005088,8.981743626,0.00132727,0.000439689,430.9709612
1988.684291,0.00422684,0.00428076,0.602743,-1.33E-06,0.00743456,3.562265,0.000581598,6.14E-05,0.00525,9.194488267,0.00131915,0.000378318,430.795137
1988.691178,0.00400034,0.00400945,0.623501,-2.06E-06,0.00703792,3.072267,0.000610143,7.38E-05,0.00619877,9.191588196,0.00150447,0.0005651,430.6193129
1988.698065,0.00388018,0.00368032,0.603339,6.34E-07,0.00680108,2.995029,0.000636152,7.25E-05,0.00617637,9.197219783,0.00152264,0.000617392,430.4434887
1988.704952,0.00420979,0.00394715,0.641892,-2.67E-06,0.0072361,3.361021,0.000698415,5.91E-05,0.000312851,9.131271227,0.00137133,0.000490045,430.2676645
1988.711839,0.0038157,0.0037748,0.608376,-2.72E-06,0.00692363,3.133033,0.000815777,7.38E-05,0.00517528,9.087265329,0.00137029,0.000482517,430.0918403
1988.718726,0.00380571,0.0037985,0.620671,3.60E-06,0.00671037,3.094038,0.000699217,7.49E-05,0.00498723,9.294183145,0.0014495,0.000581125,429.9160162
1988.725613,0.00379166,0.00408942,0.637271,1.26E-05,0.00734621,3.291637,0.000649804,5.72E-05,0.0060697,9.106586926,0.00137788,0.000465861,429.740192
1988.7325,0.00432288,0.00428402,0.621846,1.13E-05,0.00742566,3.462006,0.000641626,5.29E-05,0.00383567,9.103427279,0.00126893,0.000313775,429.5643678
1988.739387,0.0037332,0.00385028,0.57965,8.64E-07,0.00650726,3.041726,0.000739575,6.21E-05,0.00719517,9.073552815,0.00138302,0.000550507,429.3885436
1988.746274,0.00412012,0.00404332,0.60036,4.67E-07,0.00686951,3.223278,0.000774979,6.15E-05,0.00595259,9.03819223,0.00135232,0.000484531,429.2127195
1988.753161,0.00404409,0.00416937,0.589878,5.27E-06,0.007014,3.438363,0.000883875,6.54E-05,0.00444088,8.914740887,0.00128783,0.000455304,429.0368953
1988.760048,0.00478329,0.00447384,0.596718,8.90E-06,0.00684021,3.466606,0.000889766,6.24E-05,0.00218777,9.028081647,0.00122737,0.000364185,428.8610711
1988.766935,0.00403034,0.00399258,0.598543,-1.47E-06,0.00678993,3.567937,0.000873734,5.66E-05,0.00570657,9.011648032,0.00125778,0.000413742,428.6852469
1988.773822,0.00429611,0.00397817,0.590404,-2.55E-06,0.00698002,3.682523,0.000946723,6.69E-05,0.00553784,8.928303889,0.00124656,0.0005307,428.5094228
1988.780709,0.00441354,0.00445891,0.615039,2.53E-07,0.00750378,3.876762,0.000934085,5.22E-05,0.00262681,8.932346128,0.00113904,0.000314319,428.3335986
1988.787596,0.00430261,0.00441041,0.604096,-1.97E-06,0.00703677,3.440822,0.000891064,5.60E-05,0.00638187,9.13301989,0.00138072,0.000463442,428.1577744
1988.794483,0.00430336,0.00432268,0.600558,8.94E-06,0.00701999,3.595059,0.000884224,7.17E-05,0.00450303,8.918364068,0.00124801,0.000461554,427.9819502
1988.80137,0.00438556,0.00428592,0.585908,6.99E-06,0.00705287,3.780492,0.00100462,5.96E-05,0.00527221,8.964932513,0.00124306,0.000431405,427.8061261
1988.808256,0.00432674,0.00419561,0.577793,7.70E-06,0.00667731,3.715965,0.00121073,6.67E-05,0.00800145,8.873920221,0.00127281,0.000554527,427.6303019
1988.815143,0.00467819,0.00455522,0.564637,8.05E-06,0.00722721,3.957254,0.00118612,7.09E-05,0.00578511,8.931233508,0.00115713,0.000409744,427.4544777
1988.82203,0.00438898,0.00439782,0.568261,6.96E-07,0.00691735,4.04363,0.00116787,6.43E-05,0.00606857,8.835723975,0.00115765,0.000458636,427.2786535
1988.828917,0.00455752,0.00463256,0.567703,6.85E-06,0.00708265,4.116213,0.00118907,6.91E-05,0.00396253,8.851351013,0.00114525,0.000404072,427.1028294
1988.835804,0.00559089,0.00557002,0.586283,4.63E-06,0.00736784,3.99907,0.00114559,6.73E-05,0.00799892,9.142230692,0.00120243,0.000405589,426.9270052
1988.842691,0.00515984,0.0051805,0.562861,1.93E-07,0.00720457,3.969227,0.00126754,6.98E-05,0.0103571,8.996842535,0.0012403,0.000525053,426.751181
1988.849578,0.00590341,0.00584614,0.527497,-3.81E-06,0.00715577,4.353799,0.00134922,6.09E-05,0.00843687,8.850493921,0.00111157,0.000450907,426.5753568
1988.856465,0.00515818,0.00551611,0.498596,4.85E-07,0.00666303,4.586234,0.00147666,5.70E-05,0.00899487,8.817354135,0.00105549,0.0005785,426.3995327
1988.863352,0.00583121,0.00607453,0.491674,-2.06E-06,0.00597353,3.945517,0.00159532,7.75E-05,0.0104218,8.843913815,0.00114749,0.000977896,426.2237085
1988.870239,0.00561218,0.00576596,0.498272,6.44E-06,0.0060276,4.06961,0.00163225,6.01E-05,0.00927179,8.810993126,0.00117027,0.000777531,426.0478843
1988.877126,0.00546626,0.00539234,0.511194,1.20E-07,0.00633885,4.346528,0.00173173,6.31E-05,0.00706773,8.692577863,0.00108322,0.000733027,425.8720601
1988.884013,0.00546939,0.00537614,0.53545,-3.85E-06,0.00751435,4.769227,0.00161627,5.56E-05,0.00642863,8.680608588,0.00101887,0.000382631,425.6962359
1988.8909,0.00553933,0.00580101,0.528987,4.66E-07,0.00710594,4.703438,0.00172219,6.66E-05,0.00794499,8.765550284,0.00107315,0.00042162,425.5204118
1988.897787,0.00556332,0.00548657,0.514804,4.36E-06,0.00737799,5.024185,0.00171215,4.82E-05,0.0052858,8.702651341,0.000961085,0.000374722,425.3445876
1988.904674,0.005658,0.00586246,0.518314,2.10E-05,0.00713518,4.832214,0.00152121,6.42E-05,0.00977289,8.793227884,0.00101802,0.000495682,425.1687634
1988.911561,0.00538794,0.00533179,0.521004,-1.32E-06,0.00688261,4.344126,0.00150648,6.93E-05,0.00766033,8.771109784,0.00113473,0.000574763,424.9929392
1988.918448,0.00552658,0.00547404,0.522729,-1.46E-06,0.00700916,4.469057,0.00142788,7.01E-05,0.00601812,8.819922228,0.00111784,0.000526485,424.8171151
1988.925335,0.005109,0.00513784,0.524041,-1.35E-06,0.00709486,4.463209,0.0012995,6.66E-05,0.0100731,8.815375789,0.00112624,0.000472255,424.6412909
1988.932222,0.00494668,0.00502619,0.553086,2.57E-06,0.00686477,3.831702,0.0010716,8.50E-05,0.0105091,8.993618929,0.00129303,0.000730638,424.4654667
1988.939109,0.00535822,0.00526947,0.558648,8.39E-06,0.00680875,4.301882,0.00102064,7.31E-05,0.00767864,9.031218699,0.00116647,0.000545823,424.2896425
1988.945996,0.00492501,0.00485375,0.52961,3.00E-06,0.00683358,4.157427,0.00105416,5.96E-05,0.00558544,8.856789962,0.00116299,0.000659199,424.1138184
1988.952883,0.00486862,0.00478733,0.511594,-1.49E-06,0.00700453,4.431744,0.00108185,6.11E-05,0.00654762,8.959138885,0.00110754,0.000559344,423.9379942
1988.95977,0.00450511,0.00481925,0.518737,-1.57E-06,0.00677358,4.3425,0.00117609,4.88E-05,0.00493621,8.7663009,0.00111114,0.000603612,423.76217
1988.966656,0.00502027,0.00533595,0.533016,8.94E-06,0.00680642,4.294894,0.00120793,6.63E-05,0.00617423,8.747634622,0.00107108,0.00060044,423.5863458
