Age,BaCa,BCa,BMg,LiCa,LiMg,MgCa,SrCa,UCa
1996.75,0.004021235,0.528429243,112.4909967,0.006919866,1.471308271,4.703205959,8.983076585,0.001082949
1996.916667,0.003858642,0.4938237,101.4068599,0.006672103,1.36814637,4.876746571,8.898357558,0.001036934
1997.086301,0.003952341,0.463076462,92.43616179,0.006367422,1.270546886,5.011559885,8.860797161,0.001004237
1997.247945,0.004369548,0.496015024,102.2920737,0.006635395,1.366692783,4.855074285,8.943857542,0.001040216
1997.415068,0.004486267,0.548355792,119.2214777,0.007039109,1.526222467,4.612112126,9.077540263,0.001105922
1997.582192,0.003843467,0.537114969,119.066245,0.00714142,1.581138926,4.51663039,9.07664076,0.001104046
1997.749315,0.003356632,0.508011907,112.2851351,0.006853084,1.510543795,4.53683238,9.033746937,0.001085441
1997.916438,0.004335165,0.456294466,93.42730422,0.006395112,1.30793911,4.889456687,8.878641406,0.00100145
1998.086301,0.003635827,0.435273511,88.09614858,0.006097111,1.233963161,4.941080357,8.783395696,0.000978097
1998.247945,0.00349472,0.45128624,91.62227004,0.006390126,1.295676952,4.931882134,8.864671767,0.000995671
1998.415068,0.003345583,0.479867025,102.1663846,0.006704078,1.425123137,4.704209745,8.961891536,0.001050195
1998.582192,0.003271118,0.496701133,108.2998268,0.006878804,1.499329357,4.587920806,9.025807609,0.001079042
1998.749315,0.003544548,0.482835906,103.1543218,0.006743742,1.438321018,4.688621094,8.958701164,0.001048163
1998.916438,0.003558595,0.454662232,91.5047697,0.006433585,1.293391876,4.974196487,8.861986458,0.000992746
1999.086301,0.003772691,0.438724076,87.04526337,0.006136192,1.217458299,5.040166227,8.83183936,0.000974374
1999.247945,0.003514331,0.446157086,90.91718996,0.006330881,1.288506525,4.913347808,8.887754624,0.001002901
1999.415068,0.003320705,0.491348821,107.2484698,0.006818669,1.485419794,4.590398946,9.017196779,0.001073088
1999.582192,0.003342814,0.527687468,119.1190121,0.007004022,1.580218658,4.432311707,9.045344733,0.001118519
1999.749315,0.003200264,0.527143735,115.3000802,0.006865444,1.497966697,4.583175054,8.981234226,0.001080972
1999.916438,0.003073492,0.470818152,97.15263561,0.006448647,1.329514852,4.850375835,8.839995989,0.00100816
2000.086066,0.003234163,0.453544977,93.56398484,0.006329477,1.305694043,4.847595921,8.818671228,0.000993115
2000.25,0.003339672,0.483243216,102.6793634,0.006607733,1.400183375,4.719191244,8.889405526,0.001030791
2000.416667,0.003195404,0.524452163,117.8852213,0.006983121,1.567746775,4.454240072,9.020293093,0.001096909
2000.583333,0.003243965,0.536623979,123.7182792,0.007016244,1.615781177,4.342323098,9.054039632,0.001122249
2000.75,0.003430647,0.503279224,111.7820492,0.006754287,1.496962356,4.511995375,8.972069578,0.001083463
2000.916667,0.003894264,0.457045213,94.62728351,0.00637765,1.317945758,4.839083748,8.859304945,0.001006487
2001.086301,0.003623318,0.430574603,87.34059935,0.006206756,1.258993771,4.929933663,8.816233897,0.000989414
2001.247945,0.00381667,0.464593076,95.15657858,0.006431825,1.315814414,4.88809409,8.869768584,0.001002246
2001.415068,0.003498966,0.501455802,108.7604068,0.006800189,1.473087061,4.616284406,9.003591032,0.001066596
2001.582192,0.003359431,0.485281115,107.1745679,0.006741381,1.488339562,4.529464295,9.036017802,0.001087121
2001.749315,0.003601562,0.451703405,96.72001118,0.006468585,1.381222929,4.683230074,8.970590196,0.001047712
2001.916438,0.003688752,0.414840892,84.72757949,0.006063745,1.238231465,4.897101269,8.847852898,0.000988951
2002.086301,0.003196051,0.399310924,80.94487462,0.005877892,1.191409199,4.933562842,8.797625421,0.000981673
2002.247945,0.003307968,0.462854566,97.11951175,0.006409949,1.341001466,4.779971503,8.900082386,0.001020513
2002.415068,0.003071863,0.516010281,114.2947908,0.006854084,1.516828546,4.518693912,9.030430314,0.00108532
2002.582192,0.003134535,0.528275731,118.4641235,0.007019881,1.573123136,4.462384924,9.066499324,0.001110953
2002.749315,0.00319507,0.506389545,111.0718632,0.006802241,1.489997461,4.565270074,9.003914867,0.001077443
2002.916438,0.003448247,0.468801006,97.54598516,0.006470512,1.342784138,4.818728669,8.906952017,0.001011968
2003.086301,0.003376777,0.438553659,87.98326146,0.006215184,1.246779276,4.98499126,8.841089355,0.000986926
2003.247945,0.003364303,0.453440341,92.34258393,0.006360528,1.293890563,4.915815707,8.877202594,0.000996923
2003.415068,0.002937432,0.499384237,108.8958098,0.006764454,1.470746886,4.599332759,9.011311866,0.001063466
2003.582192,0.002672404,0.527527477,119.6637007,0.006955813,1.577384078,4.409714331,9.068523557,0.00110882
2003.749315,0.002746477,0.500508461,110.1500976,0.006774635,1.487080621,4.555661042,9.000848433,0.00107463
2003.916438,0.002987901,0.468343257,98.30202428,0.006430432,1.347951625,4.770521474,8.890825683,0.001020656
2004.086066,0.00298089,0.449164763,91.86282385,0.006185634,1.264685744,4.89104463,8.816434637,0.000986691
2004.25,0.002939716,0.455525616,94.86659282,0.00645836,1.344243985,4.804455336,8.896587025,0.001033026
2004.416667,0.002840955,0.49903306,108.4589866,0.006844868,1.482915861,4.61581666,9.014595358,0.001077863
2004.583333,0.00265962,0.53555877,124.183913,0.006946286,1.609321968,4.316280966,9.075899264,0.001137136
2004.75,0.002616599,0.517129618,117.8552521,0.006706518,1.524758769,4.398412645,8.985591845,0.001101756
2004.916667,0.002920087,0.481942401,102.0833006,0.006395234,1.351970866,4.730304955,8.886893252,0.001021937
2005.086301,0.003216763,0.449030694,92.3727931,0.006231325,1.281473969,4.862623501,8.847952497,0.001000867
2005.247945,0.003422202,0.457201923,94.25716168,0.006407023,1.319642009,4.855122187,8.901314081,0.001014832
2005.415068,0.003226101,0.499954027,109.6939595,0.00680672,1.4897023,4.569181226,9.007828837,0.001077856
2005.582192,0.003239664,0.537061927,124.6700172,0.006957882,1.612910191,4.313867968,9.093720634,0.001132627
2005.749315,0.003374421,0.495100469,109.0240599,0.006536437,1.433857904,4.558636445,8.960954363,0.001060145
2005.916438,0.003557993,0.445870613,91.63496289,0.006169761,1.266466955,4.871631685,8.803342917,0.000989366
2006.086301,0.003382556,0.439247736,88.88751927,0.006194206,1.253327681,4.942208134,8.796373766,0.000975123
2006.247945,0.003250502,0.473765945,97.94082426,0.006559074,1.353754324,4.84509952,8.884715343,0.001003603
2006.415068,0.003231564,0.522559871,115.7690643,0.007058898,1.560440746,4.52365624,9.047988927,0.001093646
2006.582192,0.003262109,0.532615867,119.8787305,0.007134489,1.605069274,4.444972643,9.104664737,0.001118967
2006.749315,0.003381585,0.502988687,109.9755538,0.006834679,1.492524843,4.579273144,9.0241723,0.001077129
2006.916438,0.003430448,0.466241863,97.49535964,0.006442844,1.344742706,4.791135368,8.912354553,0.001010676
2007.086301,0.003274248,0.44693598,92.25352096,0.006260217,1.292236399,4.844482656,8.866862932,0.000993648
2007.247945,0.003329557,0.453790556,96.05973031,0.006357686,1.344459459,4.728804662,8.924223237,0.001026284
2007.415068,0.003404599,0.494376549,110.1426919,0.006747851,1.500631497,4.49667396,9.052962412,0.001085219
2007.582192,0.003434035,0.535083539,123.5185493,0.006952092,1.601848677,4.340042705,9.115988948,0.00111814
2007.749315,0.00378228,0.501905216,109.7647527,0.006671722,1.454116218,4.588162744,8.991524139,0.001059255
2007.916438,0.003741373,0.457803931,94.57400391,0.006338966,1.305259137,4.856480971,8.882953851,0.000997869
2008.086066,0.003771333,0.436713876,88.26101178,0.006223842,1.257588076,4.94903054,8.871259614,0.000977404
2008.25,0.004075293,0.45415363,94.84884017,0.006439089,1.342386335,4.796747668,8.966949272,0.001019719
2008.416667,0.004556489,0.494755073,109.5241019,0.006752929,1.490194482,4.531575778,9.078049109,0.001089204
