Age,Lumin
1980.942365,1.054894
1980.961596,1.064119
1980.980827,1.070413
1981.000058,1.076851
1981.019288,1.083696
1981.038519,1.090542
1981.05775,1.089184
1981.076981,1.087592
1981.096212,1.090459
1981.115442,1.095385
1981.134673,1.094098
1981.153904,1.083345
1981.173135,1.073599
1981.192366,1.07215
1981.211596,1.0707
1981.230827,1.066288
1981.250058,1.061227
1981.269289,1.059897
1981.28852,1.061221
1981.30775,1.066575
1981.326981,1.081499
1981.346212,1.096365
1981.365443,1.104348
1981.384674,1.11233
1981.403904,1.117939
1981.423135,1.122625
1981.442366,1.12675
1981.461597,1.130135
1981.480828,1.132109
1981.500058,1.125716
1981.519289,1.119322
1981.53852,1.111423
1981.557751,1.103272
1981.576982,1.095362
1981.596212,1.087601
1981.615443,1.077579
1981.634674,1.063018
1981.653905,1.048278
1981.673136,1.029687
1981.692366,1.011096
1981.711597,1.003952
1981.730828,1.000495
1981.750059,0.998355
1981.76929,0.997711
1981.78852,0.998739
1981.807751,1.007368
1981.826982,1.015998
1981.846213,1.027769
1981.865444,1.039919
1981.884674,1.056335
1981.903905,1.074985
1981.923136,1.092505
1981.942367,1.10809
1981.961598,1.123174
1981.980828,1.132525
1982.000059,1.141875
1982.01929,1.141608
1982.038521,1.13882
1982.057752,1.132939
1982.076982,1.124017
1982.096213,1.116588
1982.115444,1.114562
1982.134675,1.112537
1982.153906,1.109897
1982.173136,1.10721
1982.192367,1.108251
1982.211598,1.110948
1982.230829,1.116226
1982.25006,1.125303
1982.26929,1.133748
1982.288521,1.137387
1982.307752,1.141025
1982.326983,1.146572
1982.346214,1.152513
1982.365444,1.155279
1982.384675,1.155344
1982.403906,1.154854
1982.423137,1.152724
1982.442368,1.150594
1982.461598,1.141118
1982.480829,1.131371
1982.50006,1.121747
1982.519291,1.112182
1982.538522,1.101215
1982.557752,1.088467
1982.576983,1.075216
1982.596214,1.059166
1982.615445,1.043117
1982.634676,1.024741
1982.653906,1.006
1982.673137,0.989544
1982.692368,0.974769
1982.711599,0.963512
1982.73083,0.960939
1982.75006,0.958367
1982.769291,0.958208
1982.788522,0.958049
1982.807753,0.954697
1982.826984,0.950056
1982.846214,0.948289
1982.865445,0.949681
1982.884676,0.951074
1982.903907,0.952469
1982.923138,0.953865
1982.942368,0.95528
1982.961599,0.956698
1982.98083,0.959965
1983.000061,0.964404
1983.019292,0.97042
1983.038522,0.97972
1983.057753,0.988964
1983.076984,0.996702
1983.096215,1.00444
1983.115446,1.013411
1983.134676,1.022796
1983.153907,1.030835
1983.173138,1.037594
1983.192369,1.043847
1983.2116,1.048353
1983.23083,1.052859
1983.250061,1.05695
1983.269292,1.061013
1983.288523,1.060184
1983.307754,1.056701
1983.326984,1.052501
1983.346215,1.04703
1983.365446,1.04169
1983.384677,1.038017
1983.403908,1.034344
1983.423138,1.031413
1983.442369,1.028685
1983.4616,1.025515
1983.480831,1.02198
1983.500062,1.017678
1983.519292,1.011198
1983.538523,1.004718
1983.557754,0.997035
1983.576985,0.989318
1983.596216,0.981254
1983.615446,0.97438
1983.634677,0.970216
1983.653908,0.966139
1983.673139,0.963544
1983.69237,0.963192
1983.7116,0.965998
1983.730831,0.968644
1983.750062,0.973875
1983.769293,0.980609
1983.788524,0.987916
1983.807754,1.000592
1983.826985,1.017243
1983.846216,1.033038
1983.865447,1.043979
1983.884678,1.047646
1983.903908,1.054892
1983.923139,1.066103
1983.94237,1.080828
1983.961601,1.08145
1983.980832,1.078664
1984.000062,1.075502
1984.019293,1.074478
1984.038524,1.057006
1984.057755,1.050012
1984.076986,1.044707
1984.096216,1.032574
1984.115447,0.988544
1984.134678,0.965102
1984.153909,0.946007
1984.17314,0.919462
1984.19237,0.891475
1984.211601,0.870222
1984.230832,0.852352
1984.250063,0.835514
1984.269294,0.832521
1984.288524,0.836233
1984.307755,0.841631
1984.326986,0.84482
1984.346217,0.853975
1984.365448,0.85716
1984.384678,0.85912
1984.403909,0.863716
1984.42314,0.873972
1984.442371,0.882291
1984.461602,0.88711
1984.480832,0.886625
1984.500063,0.880808
1984.519294,0.884997
1984.538525,0.893407
1984.557756,0.900859
1984.576986,0.899037
1984.596217,0.900077
1984.615448,0.896264
1984.634679,0.901554
1984.65391,0.914073
1984.67314,0.922147
1984.692371,0.925947
1984.711602,0.929252
1984.730833,0.938978
1984.750064,0.954774
1984.769294,0.977776
1984.788525,0.987773
1984.807756,1.002123
1984.826987,1.000345
1984.846218,1.029631
1984.865448,1.052076
1984.884679,1.059789
1984.90391,1.067196
1984.923141,1.090716
1984.942372,1.119626
1984.961602,1.14757
1984.980833,1.168226
1985.000064,1.175706
1985.019295,1.168988
1985.038526,1.152994
1985.057756,1.136696
1985.076987,1.103714
1985.096218,1.057897
1985.115449,1.008077
1985.13468,0.956311
1985.15391,0.910219
1985.173141,0.876852
1985.192372,0.84676
1985.211603,0.832718
1985.230834,0.816501
1985.250064,0.825134
1985.269295,0.83663
1985.288526,0.850915
1985.307757,0.869381
1985.326988,0.885558
1985.346218,0.896116
1985.365449,0.901107
1985.38468,0.90297
1985.403911,0.905046
1985.423142,0.905046
1985.442372,0.904089
1985.461603,0.896204
1985.480834,0.890095
1985.500065,0.890552
1985.519296,0.889345
1985.538526,0.884317
1985.557757,0.873507
1985.576988,0.873439
1985.596219,0.877412
1985.61545,0.882411
1985.63468,0.886434
1985.653911,0.883177
1985.673142,0.878322
1985.692373,0.873349
1985.711604,0.876484
1985.730834,0.880731
1985.750065,0.879182
1985.769296,0.87367
1985.788527,0.874278
1985.807758,0.869186
1985.826988,0.860497
1985.846219,0.849417
1985.86545,0.837617
1985.884681,0.82742
1985.903912,0.820995
1985.923142,0.810155
1985.942373,0.804953
1985.961604,0.804735
1985.980835,0.802654
1986.000066,0.804421
1986.019296,0.807763
1986.038527,0.809769
1986.057758,0.81227
1986.076989,0.815863
1986.09622,0.818558
1986.11545,0.808411
1986.134681,0.804649
1986.153912,0.803263
1986.173143,0.80501
1986.192374,0.809497
1986.211604,0.814252
1986.230835,0.827558
1986.250066,0.834822
1986.269297,0.835633
1986.288528,0.836373
1986.307758,0.841626
1986.326989,0.84657
1986.34622,0.861174
1986.365451,0.868466
1986.384682,0.872493
1986.403912,0.877832
1986.423143,0.887533
1986.442374,0.896698
1986.461605,0.912741
1986.480836,0.919892
1986.500066,0.921548
1986.519297,0.921698
1986.538528,0.924355
1986.557759,0.940802
1986.57699,0.951626
1986.59622,0.959807
1986.615451,0.968065
1986.634682,0.979498
1986.653913,0.991622
1986.673144,0.99955
1986.692374,0.999947
1986.711605,0.990071
1986.730836,0.980606
1986.750067,0.972803
1986.769298,0.967795
1986.788528,0.964136
1986.807759,0.959923
1986.82699,0.946764
1986.846221,0.938775
1986.865452,0.933061
1986.884682,0.926987
1986.903913,0.923069
1986.923144,0.921558
1986.942375,0.923082
1986.961606,0.918745
1986.980836,0.91365
1987.000067,0.908319
1987.019298,0.900949
1987.038529,0.896002
1987.05776,0.891522
1987.07699,0.879892
1987.096221,0.868026
1987.115452,0.856287
1987.134683,0.845341
1987.153914,0.838716
1987.173144,0.828978
1987.192375,0.811741
1987.211606,0.803685
1987.230837,0.798914
1987.250068,0.797012
1987.269298,0.803126
1987.288529,0.813821
1987.30776,0.827041
1987.326991,0.836793
1987.346222,0.843865
1987.365452,0.850282
1987.384683,0.858646
1987.403914,0.870217
1987.423145,0.879848
1987.442376,0.884541
1987.461606,0.888387
1987.480837,0.895809
1987.500068,0.907586
1987.519299,0.925797
1987.53853,0.942033
1987.55776,0.955422
1987.576991,0.959573
1987.596222,0.960882
1987.615453,0.961147
1987.634684,0.962093
1987.653914,0.958468
1987.673145,0.950461
1987.692376,0.937994
1987.711607,0.921633
1987.730838,0.906649
1987.750068,0.892709
1987.769299,0.879759
1987.78853,0.859761
1987.807761,0.838548
1987.826992,0.818513
1987.846222,0.822272
1987.865453,0.827671
1987.884684,0.832893
1987.903915,0.834713
1987.923146,0.840654
1987.942376,0.843317
1987.961607,0.840759
1987.980838,0.84259
1988.000069,0.841423
1988.0193,0.838961
1988.03853,0.838288
1988.057761,0.82691
1988.076992,0.817093
1988.096223,0.812909
1988.115454,0.802792
1988.134684,0.793579
1988.153915,0.786246
1988.173146,0.784259
1988.192377,0.781206
1988.211608,0.775561
1988.230838,0.765611
1988.250069,0.758404
1988.2693,0.753031
1988.288531,0.750091
1988.307762,0.75384
1988.326992,0.755579
1988.346223,0.758433
1988.365454,0.765265
1988.384685,0.772277
1988.403916,0.778994
1988.423146,0.785632
1988.442377,0.794027
1988.461608,0.799168
1988.480839,0.802115
1988.50007,0.80313
1988.5193,0.804856
1988.538531,0.802519
1988.557762,0.796752
1988.576993,0.799537
1988.596224,0.797124
1988.615454,0.794177
1988.634685,0.793549
1988.653916,0.794265
1988.673147,0.795982
1988.692378,0.800081
1988.711608,0.810469
1988.730839,0.815765
1988.75007,0.824607
1988.769301,0.835682
1988.788532,0.841909
1988.807762,0.842137
1988.826993,0.845652
1988.846224,0.850884
1988.865455,0.85074
1988.884686,0.849878
1988.903916,0.849276
1988.923147,0.852772
1988.942378,0.86062
1988.961609,0.855385
1988.98084,0.855193
1989.00007,0.84439
1989.019301,0.834455
1989.038532,0.833434
1989.057763,0.834688
1989.076994,0.832177
1989.096224,0.832154
1989.115455,0.828077
1989.134686,0.828649
1989.153917,0.835658
1989.173148,0.837226
1989.192378,0.829512
1989.211609,0.817884
1989.23084,0.809753
1989.250071,0.804995
1989.269302,0.795856
1989.288532,0.782136
1989.307763,0.76988
1989.326994,0.768407
1989.346225,0.775627
1989.365456,0.785662
1989.384686,0.798283
1989.403917,0.809886
1989.423148,0.820346
1989.442379,0.825903
1989.46161,0.834991
1989.48084,0.846265
1989.500071,0.85678
1989.519302,0.867068
1989.538533,0.87197
1989.557764,0.884825
1989.576994,0.895339
1989.596225,0.907277
1989.615456,0.919914
1989.634687,0.928868
1989.653918,0.942774
1989.673148,0.970016
1989.692379,0.988091
1989.71161,1.007691
1989.730841,1.025497
1989.750072,1.030902
1989.769302,1.029273
1989.788533,1.020767
1989.807764,1.003289
1989.826995,0.980974
1989.846226,0.966294
1989.865456,0.961861
1989.884687,0.959518
1989.903918,0.97193
1989.923149,0.992952
1989.94238,1.020861
1989.96161,1.037316
1989.980841,1.061113
1990.000072,1.071993
1990.019303,1.064006
1990.038534,1.035265
1990.057764,1.000865
1990.07699,0.977391
1990.096221,0.945199
1990.115452,0.935471
1990.134683,0.934884
1990.153914,0.932209
1990.173145,0.936245
1990.192376,0.948775
1990.211607,0.965875
1990.230838,0.980909
1990.250069,0.989494
1990.2693,0.988415
1990.288531,0.977371
1990.307762,0.964408
1990.326993,0.965005
1990.346224,0.966765
1990.365455,0.971466
1990.384686,0.973234
1990.403917,0.981826
1990.423148,0.994946
1990.442379,1.004936
1990.46161,1.011065
1990.480841,1.019701
1990.500072,1.041035
1990.519304,1.069526
1990.538534,1.089232
1990.557765,1.097644
1990.576996,1.093537
1990.596227,1.091374
1990.615458,1.096334
1990.634688,1.094915
1990.653919,1.096555
1990.67315,1.123406
1990.692381,1.153814
1990.711612,1.173195
1990.730842,1.186823
1990.750073,1.189891
1990.769304,1.16412
1990.788535,1.118071
1990.807766,1.079815
1990.826996,1.047163
1990.846227,1.010588
1990.865458,0.993182
1990.884689,0.986728
1990.90392,0.9717
1990.92315,0.950578
1990.942381,0.929192
1990.961612,0.905082
1990.980843,0.88247
1991.000074,0.870883
1991.019304,0.873054
1991.038535,0.885608
1991.057766,0.934256
1991.076997,1.049659
1991.096228,1.23605
1991.115458,1.572374
1991.134689,1.968344
1991.15392,2.329181
1991.173151,2.641983
1991.192382,2.765569
1991.211612,2.65274
1991.230843,2.396092
1991.250074,2.029229
1991.269305,1.682602
1991.288536,1.473118
1991.307766,1.32879
1991.326997,1.252341
1991.346228,1.223419
1991.365459,1.1828
1991.38469,1.127455
1991.40392,1.082675
1991.423151,1.052011
1991.442382,1.045059
1991.461613,1.063147
1991.480844,1.085943
1991.500074,1.088818
1991.519305,1.030477
1991.538536,0.941458
1991.557767,0.851252
1991.576998,0.77868
1991.596228,0.766556
1991.615459,0.778202
1991.63469,0.805102
1991.653921,0.840771
1991.673152,0.881791
1991.692382,0.927556
1991.711613,0.969581
1991.730844,1.002865
1991.750075,1.026169
1991.769306,1.030486
1991.788536,1.031796
1991.807767,1.030063
1991.826998,1.022161
1991.846229,1.020207
1991.86546,1.01759
1991.88469,1.003545
1991.903921,0.991583
1991.923152,0.97706
1991.942383,0.957116
1991.961614,0.945986
1991.980844,0.939786
1992.000075,0.938447
1992.019306,0.937535
1992.038537,0.937698
1992.057768,0.939207
1992.076998,0.944488
1992.096229,0.945534
1992.11546,0.944743
1992.134691,0.944323
1992.153922,0.940343
1992.173152,0.934057
1992.192383,0.925618
1992.211614,0.907021
1992.230845,0.890505
1992.250076,0.877609
1992.269306,0.869622
1992.288537,0.868144
1992.307768,0.8714
1992.326999,0.876737
1992.34623,0.89048
1992.36546,0.908357
1992.384691,0.92715
1992.403922,0.941293
1992.423153,0.952589
1992.442384,0.961349
1992.461614,0.973263
1992.480845,0.986297
1992.500076,1.000299
1992.519307,1.010577
1992.538538,1.014549
1992.557768,1.013636
1992.576999,1.008879
1992.59623,1.008454
1992.615461,1.007132
1992.634692,0.998811
1992.653922,0.983766
1992.673153,0.9669
1992.692384,0.955415
1992.711615,0.952655
1992.730846,0.940459
1992.750076,0.934722
1992.769307,0.927369
1992.788538,0.927216
1992.807769,0.916175
1992.827,0.901764
1992.84623,0.892029
1992.865461,0.888072
1992.884692,0.886983
1992.903923,0.887672
1992.923154,0.892128
1992.942384,0.898964
1992.961615,0.903556
1992.980846,0.909243
1993.000077,0.914997
1993.019308,0.930298
1993.038538,0.951198
1993.057769,0.967079
1993.077,0.99998
1993.096231,1.033213
1993.115462,1.063489
1993.134692,1.088871
1993.153923,1.108735
1993.173154,1.117537
1993.192385,1.10799
1993.211616,1.089298
1993.230846,1.055911
1993.250077,1.010523
1993.269308,0.950197
1993.288539,0.906002
1993.30777,0.88553
1993.327,0.892977
1993.346231,0.903948
1993.365462,0.897411
1993.384693,0.885291
1993.403924,0.87758
1993.423154,0.865266
1993.442385,0.848709
1993.461616,0.833388
1993.480847,0.807392
1993.500078,0.787811
1993.519308,0.785586
1993.538539,0.790557
1993.55777,0.781775
1993.577001,0.773512
1993.596232,0.766071
1993.615462,0.758722
1993.634693,0.752232
1993.653924,0.746673
1993.673155,0.742457
1993.692386,0.738695
1993.711616,0.735378
1993.730847,0.733511
1993.750078,0.73523
1993.769309,0.739619
1993.78854,0.745142
1993.80777,0.750332
1993.827001,0.754464
1993.846232,0.762636
1993.865463,0.772154
1993.884694,0.775269
1993.903924,0.777416
1993.923155,0.778166
1993.942386,0.782519
1993.961617,0.788227
1993.980848,0.795864
1994.000078,0.799671
1994.019309,0.800627
1994.03854,0.804818
1994.057771,0.807308
1994.077002,0.805017
1994.096232,0.798771
1994.115463,0.790996
1994.134694,0.786833
1994.153925,0.780534
1994.173156,0.771151
1994.192386,0.765435
1994.211617,0.760562
1994.230848,0.755299
1994.250079,0.749294
1994.26931,0.742738
1994.28854,0.734892
1994.307771,0.728774
1994.327002,0.727043
1994.346233,0.724445
1994.365464,0.721783
1994.384694,0.723344
1994.403925,0.721894
1994.423156,0.716098
1994.442387,0.708904
1994.461618,0.702272
1994.480848,0.699676
1994.500079,0.702078
1994.51931,0.7082
1994.538541,0.714493
1994.557772,0.720242
1994.577002,0.724662
1994.596233,0.727594
1994.615464,0.728842
1994.634695,0.725449
1994.653926,0.726439
1994.673156,0.727943
1994.692387,0.725096
1994.711618,0.722042
1994.730849,0.719899
1994.75008,0.720699
1994.76931,0.720497
1994.788541,0.721358
1994.807772,0.725537
1994.827003,0.732534
1994.846234,0.740911
1994.865464,0.750496
1994.884695,0.757908
1994.903926,0.765783
1994.923157,0.775384
1994.942388,0.787253
1994.961618,0.799054
1994.980849,0.81013
1995.00008,0.820439
1995.019311,0.833056
1995.038542,0.849644
1995.057772,0.868813
1995.077003,0.887847
1995.096234,0.906375
1995.115465,0.919372
1995.134696,0.932205
1995.153926,0.94514
1995.173157,0.944004
1995.192388,0.938296
1995.211619,0.927839
1995.23085,0.909092
1995.25008,0.886787
1995.269311,0.861457
1995.288542,0.840979
1995.307773,0.821783
1995.327004,0.803986
1995.346234,0.793489
1995.365465,0.781689
1995.384696,0.769866
1995.403927,0.767355
1995.423158,0.76507
1995.442388,0.763207
1995.461619,0.763207
1995.48085,0.763769
1995.500081,0.76501
1995.519312,0.767983
1995.538542,0.773354
1995.557773,0.778913
1995.577004,0.779856
1995.596235,0.780871
1995.615466,0.782299
1995.634696,0.782347
1995.653927,0.778786
1995.673158,0.771346
1995.692389,0.767261
1995.71162,0.761458
1995.73085,0.753662
1995.750081,0.742747
1995.769312,0.733549
1995.788543,0.727323
1995.807774,0.71792
1995.827004,0.717328
1995.846235,0.714189
1995.865466,0.7139
1995.884697,0.719409
1995.903928,0.731377
1995.923158,0.748504
1995.942389,0.768409
1995.96162,0.788751
1995.980851,0.802795
1996.000082,0.811136
1996.019312,0.81487
1996.038543,0.810852
1996.057774,0.795156
1996.077005,0.773128
1996.096236,0.764688
1996.115466,0.757837
1996.134697,0.748568
1996.153928,0.742161
1996.173159,0.732751
1996.19239,0.727457
1996.21162,0.72982
1996.230851,0.734351
1996.250082,0.740763
1996.269313,0.75425
1996.288544,0.769797
1996.307774,0.784456
1996.327005,0.795011
1996.346236,0.800677
1996.365467,0.802537
1996.384698,0.802803
1996.403928,0.792683
1996.423159,0.778895
1996.44239,0.755964
1996.461621,0.733833
1996.480852,0.710647
1996.500082,0.687387
1996.519313,0.673822
1996.538544,0.669325
1996.557775,0.65858
1996.577006,0.658755
1996.596236,0.660992
1996.615467,0.670389
1996.634698,0.682751
1996.653929,0.692478
1996.67316,0.710681
1996.69238,0.725895
1996.711611,0.739881
1996.730842,0.742833
1996.750073,0.746634
1996.769304,0.749987
1996.788535,0.749688
1996.807766,0.751495
1996.826997,0.750789
1996.846228,0.753016
1996.865459,0.758138
1996.88469,0.765494
1996.903921,0.766718
1996.923152,0.760274
1996.942383,0.752785
1996.961614,0.749546
1996.980845,0.753011
1997.000076,0.756417
1997.019307,0.760334
1997.038538,0.765677
1997.057769,0.770676
1997.077,0.777986
1997.096231,0.796428
1997.115462,0.810132
1997.134693,0.830434
1997.153924,0.858317
1997.173155,0.8932
1997.192386,0.938033
1997.211617,0.98758
1997.230848,1.03135
1997.250079,1.073611
1997.26931,1.094879
1997.288541,1.103839
1997.307772,1.092291
1997.327003,1.070414
1997.346234,1.044348
1997.365468,1.017123
1997.384699,0.999745
1997.40393,1.009908
1997.423161,1.031753
1997.442392,1.053616
1997.461622,1.0789
1997.480853,1.093037
1997.500084,1.087499
1997.519315,1.070665
1997.538546,1.037533
1997.557776,0.987897
1997.577007,0.919863
1997.596238,0.856011
1997.615469,0.793214
1997.6347,0.736377
1997.65393,0.684755
1997.673161,0.657632
1997.692392,0.639895
1997.711623,0.632699
1997.730854,0.638165
1997.750084,0.655733
1997.769315,0.674963
1997.788546,0.7132
1997.807777,0.747901
1997.827008,0.780522
1997.846238,0.794184
1997.865469,0.791328
1997.8847,0.779836
1997.903931,0.762907
1997.923162,0.739794
1997.942392,0.71962
1997.961623,0.707922
1997.980854,0.708789
1998.000085,0.711354
1998.019316,0.703833
1998.038546,0.708622
1998.057777,0.718674
1998.077008,0.735949
1998.096239,0.749881
1998.11547,0.762374
1998.1347,0.764435
1998.153931,0.754847
1998.173162,0.738602
1998.192393,0.734332
1998.211624,0.747317
1998.230854,0.769026
1998.250085,0.783245
1998.269316,0.800407
1998.288547,0.803971
1998.307778,0.803879
1998.327008,0.830613
1998.346239,0.882276
1998.36547,0.955432
1998.384701,1.047499
1998.403932,1.124525
1998.423162,1.171147
1998.442393,1.192028
1998.461624,1.169966
1998.480855,1.108042
1998.500086,1.044768
1998.519316,0.974541
1998.538547,0.926789
1998.557778,0.905284
1998.577009,0.896774
1998.59624,0.894161
1998.61547,0.895131
1998.634701,0.900567
1998.653932,0.889898
1998.673163,0.882736
1998.692394,0.883388
1998.711624,0.891152
1998.730855,0.898268
1998.750086,0.905473
1998.769317,0.921983
1998.788548,0.943245
1998.807778,0.959953
1998.827009,0.965093
1998.84624,0.970085
1998.865471,0.967969
1998.884702,0.953994
1998.903932,0.934404
1998.923163,0.910749
1998.942394,0.881755
1998.961625,0.849478
1998.980856,0.822433
1999.000086,0.790735
1999.019317,0.760689
1999.038548,0.733978
1999.057779,0.711622
1999.07701,0.698842
1999.09624,0.693288
1999.115471,0.690121
1999.134702,0.685979
1999.153933,0.686089
1999.173164,0.690806
1999.192394,0.695431
1999.211625,0.699392
1999.230856,0.706701
1999.250087,0.722018
1999.269318,0.745435
1999.288548,0.770468
1999.307779,0.787047
1999.32701,0.800086
1999.346241,0.807757
1999.365472,0.8128
1999.384702,0.817384
1999.403933,0.820325
1999.423164,0.819323
1999.442395,0.817137
1999.461626,0.815263
1999.480856,0.815263
1999.500087,0.820563
1999.519318,0.823444
1999.538549,0.822631
1999.55778,0.818072
1999.57701,0.817774
1999.596241,0.803543
1999.615472,0.777301
1999.634703,0.762678
1999.653934,0.738907
1999.673164,0.716669
1999.692395,0.705833
1999.711626,0.702708
1999.730857,0.698196
1999.750088,0.694705
1999.769318,0.68693
1999.788549,0.683616
1999.80778,0.681257
1999.827011,0.68469
1999.846242,0.692364
1999.865472,0.714237
1999.884703,0.741376
1999.903934,0.767061
1999.923165,0.794175
1999.942396,0.808794
1999.961626,0.822129
1999.980857,0.826273
2000.000088,0.818345
2000.019319,0.818864
2000.03855,0.823068
2000.05778,0.819787
2000.077011,0.822761
2000.096242,0.819566
2000.115473,0.814098
2000.134704,0.822001
2000.153934,0.81184
2000.173165,0.808744
2000.192396,0.800761
2000.211627,0.794458
2000.230858,0.783094
2000.250088,0.78157
2000.269319,0.797109
2000.28855,0.832413
2000.307781,0.866572
2000.327012,0.910172
2000.346242,0.948945
2000.365473,0.980174
2000.384704,0.997649
2000.403935,1.003435
2000.423166,0.993103
2000.442396,0.975549
2000.461627,0.954575
2000.480858,0.944751
2000.500089,0.927021
2000.51932,0.888853
2000.53855,0.851978
2000.557781,0.808982
2000.577012,0.759499
2000.596243,0.732374
2000.615474,0.714938
2000.634704,0.702642
2000.653935,0.692468
2000.673166,0.690053
2000.692397,0.691271
2000.711628,0.696331
2000.730858,0.702126
2000.750089,0.708151
2000.76932,0.719075
2000.788551,0.728182
2000.807782,0.73275
2000.827012,0.738991
2000.846243,0.746494
2000.865474,0.757301
2000.884705,0.7681
2000.903936,0.770129
2000.923166,0.770535
2000.942397,0.768175
2000.961628,0.771564
2000.980859,0.778757
2001.00009,0.790949
2001.01932,0.803349
2001.038551,0.813615
2001.057782,0.823375
2001.077013,0.832379
2001.096244,0.836094
2001.115474,0.837387
2001.134705,0.838209
