Age,Ba138Ca,BaCa,BCa,CdCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa,Distance
1979.104396,0.00244841,0.00240916,0.462821,1.26E-05,0.00525722,3.351296,0.000952517,0.000617753,0.019596,8.578314794,0.00114091,0.000186886,573.1403525
1979.115446,0.00266477,0.00275507,0.48145,2.06E-07,0.0056428,3.699688,0.00110008,7.40E-05,0.0188645,8.673601872,0.00112063,0.000151309,572.9641002
1979.126496,0.0029144,0.00302835,0.460197,-5.69E-07,0.00491469,3.13827,0.00106031,6.51E-05,0.015772,8.91349472,0.00131407,0.000240524,572.7878478
1979.137546,0.00353843,0.00307299,0.436998,1.08E-06,0.00499178,2.769287,0.00109509,6.05E-05,0.0131599,8.980973738,0.00147491,0.00029101,572.6115955
1979.148596,0.00361516,0.00327106,0.418652,4.96E-06,0.00474265,2.751674,0.00116192,6.37E-05,0.0170372,8.739985148,0.00142269,0.000281385,572.4353432
1979.159646,0.00372026,0.00337144,0.432789,-4.16E-06,0.00520074,2.749928,0.00108715,6.89E-05,0.021263,9.125137968,0.00151331,0.00033968,572.2590909
1979.170696,0.00391564,0.0035154,0.443874,-4.78E-06,0.0051279,2.798354,0.00104705,7.11E-05,0.0167376,9.201471246,0.00150874,0.000353732,572.0828386
1979.181746,0.00295717,0.0029861,0.439379,1.62E-06,0.00460051,2.629688,0.000892843,5.57E-05,0.00940444,8.888221582,0.00138197,0.000282875,571.9065862
1979.192796,0.00353004,0.00326308,0.439047,-6.03E-07,0.0046886,2.565283,0.00100204,4.70E-05,0.0160083,9.120287551,0.00150223,0.000308794,571.7303339
1979.203846,0.00365971,0.00358674,0.435157,5.64E-06,0.00475054,2.673751,0.000987272,4.78E-05,0.0157629,8.931665606,0.00140724,0.00036039,571.5540816
1979.214896,0.00346901,0.00331384,0.430204,-4.53E-06,0.00490109,2.82905,0.00103673,5.29E-05,0.0221861,8.753570051,0.00129956,0.000307884,571.3778293
1979.225946,0.00392856,0.0037176,0.424832,-4.30E-06,0.00441467,2.680708,0.00102223,6.35E-05,0.027764,9.089517249,0.00142549,0.000408154,571.201577
1979.236996,0.00410015,0.00419871,0.420537,-1.40E-07,0.00519513,2.633903,0.00121036,7.87E-05,0.0378225,9.278044629,0.00159364,0.000508465,571.0253246
1979.248046,0.00403788,0.00406125,0.435308,6.90E-06,0.00534339,3.012555,0.00152543,5.94E-05,0.0399009,8.904109002,0.00142258,0.000405777,570.8490723
1979.259096,0.00324031,0.00330761,0.441463,-9.10E-08,0.00543221,3.096042,0.000973246,6.06E-05,0.0225336,8.971731005,0.0013508,0.000321377,570.67282
1979.270146,0.00294875,0.00291175,0.433417,2.84E-07,0.00496525,2.793142,0.000929028,6.83E-05,0.0266085,9.11262373,0.0014475,0.000383474,570.4965677
1979.281196,0.0029097,0.00315869,0.447072,-5.11E-07,0.00467302,2.761331,0.000956389,4.88E-05,0.023829,9.172595919,0.00153211,0.000325193,570.3203154
1979.292246,0.00295673,0.00302473,0.43293,-4.03E-06,0.00510433,2.749895,0.0010481,5.24E-05,0.0307309,9.127277007,0.00148945,0.000291752,570.144063
1979.303296,0.00314912,0.00317109,0.447439,3.07E-07,0.00525285,2.682631,0.00102124,6.21E-05,0.0367838,9.191850292,0.00154287,0.000354016,569.9678107
1979.314347,0.00311257,0.00314308,0.456146,1.19E-06,0.00542132,2.857062,0.000975888,6.24E-05,0.0298128,9.050503734,0.00142635,0.000325174,569.7915584
1979.325397,0.0033857,0.00324835,0.434725,3.30E-06,0.00527176,2.58033,0.00110864,7.27E-05,0.0288855,9.148348148,0.00153328,0.000307977,569.6153061
1979.336447,0.00348102,0.00317597,0.473684,4.18E-06,0.00527966,2.632253,0.000957059,7.32E-05,0.0306024,9.251854941,0.00160939,0.000364647,569.4390538
1979.347497,0.00309842,0.00283965,0.463713,1.03E-05,0.00528045,2.72087,0.000969778,5.62E-05,0.0203609,9.113558565,0.00148735,0.000317691,569.2628015
1979.358547,0.00307451,0.0033234,0.444775,9.77E-07,0.00526791,2.485355,0.0012349,6.47E-05,0.0318554,9.114567568,0.0016448,0.000396947,569.0865491
1979.369597,0.00297186,0.00307089,0.460601,1.28E-06,0.00540416,2.818891,0.00111988,5.68E-05,0.0211677,9.288741352,0.00151167,0.000362883,568.9102968
1979.380647,0.00271814,0.00267554,0.458117,5.93E-06,0.00540187,2.602928,0.00104533,5.45E-05,0.0215315,9.105322404,0.00155101,0.000344958,568.7340445
1979.391697,0.00301537,0.0028676,0.481415,-4.77E-07,0.00521375,2.848778,0.00126859,6.73E-05,0.0224209,9.220694416,0.0015488,0.000354483,568.5577922
1979.402747,0.00326639,0.0030913,0.4975,9.77E-06,0.00539076,2.96329,0.00133445,7.92E-05,0.0304489,9.422861747,0.0016073,0.000338043,568.3815399
1979.413797,0.00322722,0.00284179,0.484353,4.70E-06,0.00587244,3.06704,0.00119277,6.37E-05,0.0137495,9.067681232,0.00145974,0.000301364,568.2052875
1979.424847,0.00287045,0.00275033,0.475234,-3.98E-06,0.00555681,2.888391,0.00102418,5.61E-05,0.0259929,9.130068467,0.00150613,0.000355448,568.0290352
1979.435897,0.00302723,0.00322424,0.484348,-4.53E-06,0.00551474,2.669248,0.000915729,6.93E-05,0.0327535,9.27764039,0.00163114,0.000454781,567.8527829
1979.446947,0.00297387,0.00325562,0.516586,-2.75E-07,0.00592305,3.008805,0.000966495,7.44E-05,0.0301899,9.315536261,0.00146754,0.000352976,567.6765306
