Age,Ba138Ca,BaCa,BCa,CaCa,MgCa,SrCa,UCa,Dist
-3820.875,0.002738531,0.002870173,0.341536349,1002.475758,2.768778175,9.319112276,0.00154476,147.5119904
-3820.84559,0.002699639,0.002764417,0.356332688,1008.085182,3.013781954,9.304147499,0.001394826,147.3021583
-3820.81618,0.002326451,0.002527514,0.337489932,1006.650197,3.061152625,9.042813538,0.001323171,147.0923261
-3820.78676,0.002164302,0.002207958,0.332963659,1011.683328,2.879886898,9.025181397,0.001397672,146.882494
-3820.75735,0.002321381,0.002178398,0.353112421,1007.330882,3.026695581,9.043717925,0.001423596,146.6726619
-3820.72794,0.002330892,0.002091819,0.348103708,991.1183879,2.836801742,8.89701766,0.001370877,146.4628297
-3820.69853,0.002250905,0.002251658,0.41841471,1004.705549,3.171276399,8.927075656,0.001318409,146.2529976
-3820.66912,0.002428764,0.002375219,0.420802113,998.6851835,3.215361572,9.070874755,0.001340875,146.0431655
-3820.63971,0.002021086,0.002111762,0.38496159,1012.484489,2.577318311,9.255369785,0.001525517,145.8333333
-3820.61029,0.001921209,0.001929986,0.311760365,994.4886308,1.99433342,9.163676825,0.001612437,145.6235012
-3820.58088,0.002195062,0.002221932,0.403760479,1004.43635,2.67922284,9.093719033,0.001517723,145.4136691
-3820.55147,0.002296534,0.002278302,0.423546579,991.803681,2.929732682,8.968090228,0.001391663,145.2038369
-3820.52206,0.001916438,0.001973652,0.439254702,1008.228575,2.908967704,9.128075795,0.001402557,144.9940048
-3820.49265,0.001832976,0.00189527,0.398568559,995.4854976,2.49877062,8.968288146,0.001414286,144.7841727
-3820.46324,0.002282747,0.002313593,0.41148155,989.4879861,2.853004258,9.050332244,0.001364095,144.5743405
-3820.43382,0.002283166,0.002399287,0.399261768,996.9525783,2.825889542,9.295168788,0.001491928,144.3645084
-3820.40441,0.002311306,0.002336316,0.324714452,990.7747098,2.436844047,9.035574993,0.001532888,144.1546763
-3820.375,0.002269128,0.002282233,0.297475927,1005.090757,2.069626428,9.361611393,0.001555631,143.9448441
-3820.34797,0.002469104,0.002330427,0.303899531,999.8780641,2.023929969,9.324047341,0.001547696,143.735012
-3820.32095,0.002479572,0.002585155,0.351021506,1017.496969,2.574742898,9.323421985,0.001453427,143.5251799
-3820.29392,0.002322024,0.002482624,0.329855566,1004.923503,2.358402539,9.255993934,0.001462893,143.3153477
-3820.26689,0.002374295,0.002480977,0.336081049,999.4364551,2.627368592,9.172378378,0.001407969,143.1055156
-3820.23986,0.002582068,0.002555788,0.295580112,998.1025791,2.375473262,9.245477049,0.001444077,142.8956835
-3820.21284,0.002870492,0.00269246,0.37218696,1011.319871,3.092783438,9.164025476,0.001364696,142.6858513
-3820.18581,0.002567876,0.002680005,0.400433132,1003.032424,3.401929932,9.059660619,0.001280912,142.4760192
-3820.15878,0.002190758,0.002272469,0.356886644,1004.688614,3.076558488,9.074917014,0.001362029,142.2661871
-3820.13176,0.002564506,0.002402496,0.338418189,984.7396545,3.191443568,8.760005111,0.001226094,142.0563549
-3820.10473,0.002312452,0.002398784,0.34419459,1007.460264,3.055184665,8.999094086,0.001365819,141.8465228
-3820.0777,0.002222651,0.002331402,0.331517339,994.9076219,2.830210816,8.950047227,0.001342852,141.6366906
-3820.05068,0.002677185,0.00254422,0.400287605,983.2916316,3.679169256,8.836488231,0.001180635,141.4268585
-3820.02365,0.002325637,0.002150079,0.323064406,1003.178334,2.855417907,8.892248248,0.001230089,141.2170264
-3819.99662,0.002231365,0.002128013,0.24501843,998.6589065,2.177432005,9.06491799,0.001347685,141.0071942
-3819.96959,0.002358439,0.002444243,0.280260296,999.241926,2.385747969,9.151229814,0.001471243,140.7973621
-3819.94257,0.002514063,0.002698876,0.280376788,1001.075224,2.511201149,9.287369595,0.001430627,140.58753
-3819.91554,0.002745301,0.002783113,0.321757289,1007.59366,3.088461668,9.179326426,0.001363531,140.3776978
-3819.88851,0.002711252,0.002504368,0.273564645,1000.247503,2.299595317,9.283465308,0.001462321,140.1678657
-3819.86149,0.002505406,0.002414729,0.269755202,1017.525432,2.349395812,9.482819043,0.001429721,139.9580336
-3819.83446,0.001895351,0.002062133,0.273438846,1007.742198,2.23610701,9.251028925,0.001454516,139.7482014
-3819.80743,0.002119686,0.002191752,0.25662004,1000.791761,2.239534943,9.180491541,0.001387371,139.5383693
-3819.78041,0.002323783,0.002297133,0.265806309,1009.826517,2.018910379,9.337931831,0.001410909,139.3285372
-3819.75338,0.002335409,0.00227862,0.379189818,1007.042658,2.868751955,9.082975613,0.001234364,139.118705
-3819.72635,0.002967474,0.002871144,0.459894727,1000.028309,3.54218319,9.151081544,0.001251249,138.9088729
-3819.69932,0.002700324,0.002668705,0.403535738,1003.942754,2.998416621,9.089557228,0.001281977,138.6990408
-3819.6723,0.002857602,0.002828958,0.46556825,1002.335037,3.324914277,9.183153787,0.001296324,138.4892086
-3819.64527,0.002275399,0.002343722,0.436182082,1007.936713,2.94733515,9.109103559,0.001398996,138.2793765
-3819.61824,0.00260182,0.002756362,0.533480512,1012.955447,3.843178282,9.214328562,0.001366693,138.0695444
-3819.59122,0.002447733,0.002492714,0.42429216,995.3977509,2.897598121,9.208237973,0.001428061,137.8597122
-3819.56419,0.002274337,0.002361248,0.38712797,1014.585943,2.740850251,9.315638645,0.001499955,137.6498801
-3819.53716,0.002522873,0.002340194,0.406750394,994.1822959,2.869647972,9.279374619,0.001461522,137.440048
-3819.51014,0.001889225,0.001954465,0.3604127,1007.634562,2.308506354,9.267116052,0.00154371,137.2302158
-3819.48311,0.001876518,0.001847434,0.315831583,998.0345913,2.149856408,9.209951282,0.001604569,137.0203837
-3819.45608,0.001927976,0.002032581,0.250686776,988.9912011,1.928586895,9.27459366,0.001616624,136.8105516
-3819.42905,0.002145257,0.002173326,0.335030103,1010.043512,2.320949767,9.291237052,0.001626526,136.6007194
-3819.40203,0.001986453,0.00212757,0.376513433,1010.851073,2.495538634,9.30312496,0.001517441,136.3908873
-3819.375,0.002162138,0.002143729,0.283787856,1011.693798,1.912461077,9.372923672,0.001637159,136.1810552
-3819.34167,0.002085065,0.002097779,0.308885068,995.7484677,2.034121645,9.229266655,0.001539343,135.971223
-3819.30833,0.002451717,0.002292369,0.374258758,997.4402792,2.883496478,9.181559201,0.001425568,135.7613909
-3819.275,0.00258624,0.002632935,0.374114043,999.3377558,3.285477587,9.15829862,0.001392164,135.5515588
-3819.24167,0.002100818,0.002210956,0.352704447,992.0863916,2.668455332,9.029902865,0.00137587,135.3417266
-3819.20833,0.002413733,0.002372307,0.368984589,1008.942767,3.091404324,9.140504816,0.001371347,135.1318945
-3819.175,0.002653569,0.002555402,0.371650791,1012.2304,3.21397757,9.150734187,0.001342224,134.9220624
-3819.14167,0.002696438,0.002819485,0.423125551,1006.636885,4.359399552,8.970943324,0.0012368,134.7122302
-3819.10833,0.00256613,0.002629352,0.386740249,1001.672611,3.473628807,9.284789527,0.001394564,134.5023981
-3819.075,0.002648234,0.002524893,0.3757566,991.228994,3.850410086,8.948254112,0.001293541,134.2925659
-3819.04167,0.002636416,0.002596329,0.370601306,997.4313659,3.693745526,9.131826911,0.001307813,134.0827338
-3819.00833,0.002540652,0.002499565,0.363499276,1009.323339,3.50541978,8.982767123,0.001348034,133.8729017
-3818.975,0.002617856,0.002653808,0.38218446,1006.937821,3.743221572,9.071673598,0.001377115,133.6630695
-3818.94167,0.002483345,0.002508016,0.335603424,993.9239838,3.535740601,8.905984476,0.001380547,133.4532374
-3818.90833,0.002555999,0.002808276,0.396188473,1023.830595,4.060495768,9.20305759,0.001347976,133.2434053
-3818.875,0.002833087,0.0027466,0.384133857,1000.317634,3.624040345,9.159500716,0.001441843,133.0335731
-3818.84167,0.002440131,0.002487393,0.364107286,998.0664675,3.209903068,9.073619096,0.001404278,132.823741
-3818.80833,0.002404786,0.002505848,0.411145959,1008.853544,3.611225337,9.128239767,0.001345617,132.6139089
-3818.775,0.002843277,0.00267291,0.320005338,1012.465334,2.992533618,9.312440833,0.00136882,132.4040767
-3818.74167,0.002554925,0.002614881,0.401437828,1002.019302,3.641577426,8.981322954,0.001246134,132.1942446
-3818.70833,0.002427785,0.002548063,0.383091875,995.689047,3.666114604,8.933259412,0.001193557,131.9844125
-3818.675,0.002483379,0.002389278,0.358228221,981.9137133,3.538769992,8.846148226,0.001179906,131.7745803
-3818.64167,0.002363612,0.002381493,0.336313319,1015.561142,3.031205007,9.210138244,0.00126335,131.5647482
-3818.60833,0.002609457,0.002605837,0.404479212,1004.169469,3.440871059,9.120946072,0.00127392,131.3549161
-3818.575,0.002461242,0.002569574,0.299919435,1006.301781,2.720688548,9.348190625,0.001399026,131.1450839
-3818.54167,0.002377892,0.002426258,0.297941524,998.0453136,2.817434027,9.416437007,0.001368818,130.9352518
-3818.50833,0.002277394,0.002349434,0.31944537,996.1801742,2.756926526,9.33092575,0.0013098,130.7254197
-3818.475,0.00277801,0.002528236,0.3350464,1011.603262,3.218125171,9.227798125,0.001303643,130.5155875
-3818.44167,0.002500571,0.002376944,0.33934418,995.9341614,2.827984334,9.311125902,0.001272687,130.3057554
-3818.40833,0.002178018,0.002186453,0.308791239,992.1655646,2.422325695,9.332288859,0.001365694,130.0959233
-3818.375,0.002286633,0.002284054,0.333887307,1001.166534,2.728512112,9.370889962,0.001452208,129.8860911
-3818.34936,0.002314502,0.002570353,0.382959958,1002.295472,2.832884363,9.314772477,0.001410252,129.676259
-3818.32372,0.003232296,0.003034004,0.491191881,999.346352,3.701257866,9.270544331,0.001358306,129.4664269
-3818.29808,0.002956313,0.002851397,0.40297147,999.2187393,2.878462865,9.425577638,0.00147619,129.2565947
-3818.27244,0.002687647,0.002654651,0.414001466,996.8353354,2.941684569,9.225947369,0.001433409,129.0467626
-3818.24679,0.002776194,0.002705168,0.438785972,1008.84407,3.025626355,9.293768008,0.001423085,128.8369305
-3818.22115,0.002825352,0.002798048,0.468148136,1007.930227,3.196134959,9.265999745,0.001398547,128.6270983
-3818.19551,0.002680942,0.002479607,0.41253816,966.6658106,2.906819094,9.067959227,0.001440854,128.4172662
-3818.16987,0.002926457,0.002839761,0.469807637,985.7470943,3.731114465,9.108442865,0.001324445,128.2074341
-3818.14423,0.00242928,0.002639332,0.418842803,989.3903428,3.345448918,9.177326418,0.001396682,127.9976019
-3818.11859,0.00279973,0.002723588,0.467420119,1013.632605,3.84217445,9.098095182,0.001302647,127.7877698
-3818.09295,0.003002742,0.002801695,0.430813157,998.3455996,3.473570119,9.119204655,0.001269342,127.5779376
-3818.06731,0.002415594,0.002235226,0.322199405,990.1984541,2.590349794,9.029412391,0.001368994,127.3681055
-3818.04167,0.002697206,0.002596911,0.480728005,998.6990132,4.107391021,8.962994407,0.001159,127.1582734
-3818.01603,0.002387218,0.002422893,0.412696839,1003.310036,3.536054316,9.037247405,0.001199628,126.9484412
-3817.99038,0.002914612,0.002619165,0.489382028,1006.956181,4.730354427,8.760706883,0.001047,126.7386091
-3817.96474,0.0027754,0.00273548,0.414261122,995.3439513,3.829123739,8.976731224,0.001187891,126.528777
-3817.9391,0.002998894,0.002929814,0.374499724,1012.05141,3.885765182,9.096770227,0.001252061,126.3189448
-3817.91346,0.003023581,0.003061819,0.392628032,995.7104069,3.742669154,8.886530018,0.001192007,126.1091127
-3817.88782,0.003036979,0.003232534,0.361996051,1010.858617,3.188925521,9.256574205,0.001380441,125.8992806
-3817.86218,0.00351574,0.003433792,0.439936559,995.5980188,4.096312426,8.977939472,0.001178943,125.6894484
-3817.83654,0.00259101,0.002789909,0.315734304,997.0613586,2.602495191,9.126337888,0.001369294,125.4796163
-3817.8109,0.002990208,0.003098655,0.377296741,986.098426,3.345981551,8.946154915,0.001298623,125.2697842
-3817.78526,0.002759121,0.002867149,0.334755221,996.9546082,2.875290288,9.079953462,0.001384589,125.059952
-3817.75962,0.002822853,0.002835695,0.341269436,995.5226314,2.961581472,9.183267231,0.001400871,124.8501199
-3817.73397,0.002842987,0.002854381,0.332893143,985.0925098,3.062571065,9.219692161,0.001446934,124.6402878
-3817.70833,0.002900501,0.002955419,0.339488322,1009.175256,2.988563537,9.150007679,0.001442313,124.4304556
-3817.68269,0.002891848,0.002928277,0.308947349,998.6009297,2.656023905,9.224306152,0.001495327,124.2206235
-3817.65705,0.003108372,0.003127135,0.357587349,1005.963685,3.243379324,9.340058777,0.0015413,124.0107914
-3817.63141,0.002624968,0.00285127,0.361122452,1005.964634,3.211957882,9.026370153,0.001318924,123.8009592
-3817.60577,0.00296269,0.002880261,0.287241815,989.5319302,2.512510616,9.339596995,0.001578827,123.5911271
-3817.58013,0.003286009,0.003185243,0.390501163,1010.268754,3.44760873,9.444963571,0.001466802,123.381295
-3817.55449,0.003471418,0.003524378,0.429912619,976.2420704,3.242570268,9.176906835,0.001414867,123.1714628
-3817.52885,0.003728692,0.003752051,0.540592894,1007.050673,3.650738825,9.251884535,0.001312751,122.9616307
-3817.50321,0.003572477,0.003887683,0.460318512,1009.604776,3.107139518,9.466669105,0.001465057,122.7517986
-3817.47756,0.003426125,0.003673125,0.490691773,992.4069612,3.405978532,9.179771322,0.001322297,122.5419664
-3817.45192,0.004231786,0.004257223,0.449269018,993.6703973,3.512828925,9.445775378,0.001631316,122.3321343
-3817.42628,0.004018952,0.003930891,0.447816688,997.6357203,3.496588636,9.530984315,0.001633341,122.1223022
-3817.40064,0.003803472,0.003552187,0.457800164,1002.013601,3.228797935,9.498769954,0.001467505,121.91247
-3817.375,0.004009077,0.003820149,0.395867826,1003.633344,3.156597491,9.631440723,0.001625241,121.7026379
-3817.3447,0.003669524,0.003663988,0.386189367,997.3466773,2.936729542,9.498671909,0.001487377,121.4928058
-3817.31439,0.003725539,0.003994823,0.327519968,1019.678736,2.797139278,9.647475398,0.001484781,121.2829736
-3817.28409,0.003706407,0.003596014,0.367104179,1003.677867,2.799693936,9.376379291,0.001402819,121.0731415
-3817.25379,0.003575383,0.003435266,0.3537032,995.1894148,2.665070088,9.557483823,0.001506795,120.8633094
-3817.22348,0.002829817,0.003197874,0.428845546,998.45337,3.618113646,9.124250175,0.00131264,120.6534772
-3817.19318,0.003106188,0.002992855,0.503697087,1002.80449,4.58617979,8.833069367,0.001075647,120.4436451
-3817.16288,0.002814278,0.002839308,0.419828633,1006.804853,3.433789505,9.214515642,0.001292122,120.2338129
-3817.13258,0.002762896,0.00296904,0.429434884,1002.168156,3.823797014,9.012905385,0.00125984,120.0239808
-3817.10227,0.002423392,0.002589341,0.47541908,1003.390666,4.027152209,8.980886291,0.001189352,119.8141487
-3817.07197,0.002606808,0.002681006,0.501322706,996.2160205,4.81759351,8.678636163,0.001045058,119.6043165
-3817.04167,0.002524236,0.002524985,0.493237443,972.4304355,5.247285712,8.561695624,0.000948721,119.3944844
-3817.01136,0.002558498,0.002634063,0.436746762,1005.840511,4.38078219,8.988159028,0.001131589,119.1846523
-3816.9811,0.002652645,0.002723383,0.372709024,1002.490991,3.68215093,9.082365043,0.001296094,118.9748201
-3816.9508,0.003139838,0.00323349,0.496498874,1015.263703,4.812095166,8.933579184,0.001121107,118.764988
-3816.9205,0.00322406,0.003196368,0.464033647,1002.41812,4.590094281,8.898479171,0.001134785,118.5551559
-3816.8902,0.003074912,0.003108489,0.480934299,1000.911267,4.467691727,8.85601527,0.001122486,118.3453237
-3816.8598,0.002876196,0.002976792,0.446188894,1006.076746,3.673494291,9.03105088,0.001245499,118.1354916
-3816.8295,0.003016893,0.002702502,0.338923037,1005.955811,3.084021571,9.328228453,0.00147619,117.9256595
-3816.7992,0.002866846,0.002648015,0.377235442,1020.973529,3.438463959,9.325589572,0.001378491,117.7158273
-3816.7689,0.002682189,0.002696763,0.37053824,994.0843314,3.254264072,9.083355847,0.001360515,117.5059952
-3816.7386,0.002946139,0.003012355,0.418830992,1002.640719,3.786017961,9.106955636,0.001343154,117.2961631
-3816.7083,0.003575132,0.003357896,0.412272141,990.5873202,3.915530245,9.149589116,0.001339878,117.0863309
-3816.678,0.003156589,0.003206988,0.429276859,1001.645872,3.87689617,9.097797035,0.001307596,116.8764988
-3816.6477,0.003271628,0.003281696,0.451405702,998.4820898,3.941473411,8.961924263,0.001224592,116.6666667
