Age,Ba138Ca,BaCa,BCa,CaCa,MgCa,SrCa,UCa,Dist
-3825.375,0.002379569,0.002279068,0.398669019,1006.286389,3.084741323,9.361441112,0.001519789,169.7541966
-3825.33152,0.002330953,0.002276886,0.452272509,989.8406862,3.206818982,9.100013038,0.001429903,169.5443645
-3825.28804,0.002283472,0.002274515,0.527968513,996.1392335,3.765087712,9.176355322,0.001423707,169.3345324
-3825.24457,0.002022436,0.002116399,0.43729336,995.5375457,3.190013534,9.110318909,0.001514327,169.1247002
-3825.20109,0.002053331,0.001905432,0.38649399,998.749436,2.865265777,9.179305091,0.001604841,168.9148681
-3825.15761,0.001820051,0.002069215,0.383018308,1002.764055,2.994132755,9.143509902,0.001587751,168.705036
-3825.11413,0.002062601,0.002123554,0.383832481,1014.567763,3.033159388,9.242220177,0.001571719,168.4952038
-3825.07065,0.00174897,0.001993714,0.381708195,1001.839555,2.942156855,9.132549103,0.001500923,168.2853717
-3825.02717,0.002324102,0.002290773,0.474704008,988.6942214,3.943001795,8.809568418,0.001359473,168.0755396
-3824.9837,0.002043947,0.001974886,0.394579983,1005.692104,3.224097094,9.165108796,0.001486227,167.8657074
-3824.94022,0.001965379,0.00199032,0.395211278,996.26465,3.139018554,8.975947008,0.001390421,167.6558753
-3824.89674,0.001937324,0.001968212,0.393295906,1016.325674,2.947421226,9.09667771,0.001473584,167.4460432
-3824.85326,0.002302278,0.002521939,0.435859733,1002.609478,3.803139189,9.107221462,0.001393343,167.236211
-3824.80978,0.002294156,0.002274657,0.432772661,1009.004292,3.616097028,9.086388498,0.001323155,167.0263789
-3824.7663,0.002314287,0.002362419,0.386586106,1008.461853,3.490970384,8.995464682,0.001371007,166.8165468
-3824.72283,0.00241035,0.002463005,0.413198507,992.3640473,3.93857712,8.948179519,0.001257782,166.6067146
-3824.67935,0.001961182,0.002188841,0.376483343,1008.26002,3.578961449,8.833884829,0.001344743,166.3968825
-3824.63587,0.001751567,0.001981747,0.32559891,1014.142234,2.988539275,8.875498253,0.001469018,166.1870504
-3824.59239,0.002062084,0.002071328,0.348794836,1011.870157,3.373430271,8.894968688,0.001456757,165.9772182
-3824.54891,0.001737639,0.001913649,0.282007011,1004.476765,2.260106661,8.992775572,0.001564697,165.7673861
-3824.50543,0.00200272,0.002092296,0.342836568,1020.986925,2.640030085,9.199200218,0.001539267,165.557554
-3824.46196,0.002363085,0.002400897,0.349751428,1001.847591,2.994108571,9.074766014,0.001413399,165.3477218
-3824.41848,0.002686909,0.002756174,0.29194342,993.3151504,2.578905815,9.165269282,0.001455844,165.1378897
-3824.375,0.002791876,0.003177155,0.319338571,1004.678113,3.284173203,9.235953764,0.001441153,164.9280576
-3824.335,0.002708241,0.002684557,0.331067822,1002.771106,2.95306075,9.038161334,0.001396359,164.7182254
-3824.295,0.003289954,0.003238046,0.33802731,987.0546885,3.068507047,9.086856021,0.001355454,164.5083933
-3824.255,0.002714554,0.002849692,0.280105827,991.8166933,2.458741078,9.047514563,0.001443714,164.2985612
-3824.215,0.002581294,0.002693218,0.30297697,994.4366105,2.588744692,8.99153437,0.001451804,164.088729
-3824.175,0.00326577,0.003038474,0.329438627,998.7902024,3.096798244,9.113538957,0.001296002,163.8788969
-3824.135,0.003002731,0.00292671,0.296967729,1006.535816,2.58786462,9.361328305,0.001360483,163.6690647
-3824.095,0.002779714,0.002802654,0.372779414,1000.00639,3.532125072,9.111949509,0.00124021,163.4592326
-3824.055,0.003129027,0.003198892,0.431222286,1001.598696,4.349193422,8.90505466,0.00122714,163.2494005
-3824.015,0.002735454,0.002701143,0.348437519,997.9337859,3.287920315,9.15918882,0.001379103,163.0395683
-3823.975,0.002470023,0.002488899,0.355204466,1007.383259,2.847557247,9.117991213,0.001489045,162.8297362
-3823.935,0.002627482,0.00251991,0.400824163,994.9823838,3.140163605,9.083284332,0.001440658,162.6199041
-3823.895,0.002066515,0.002310489,0.393688853,1002.309013,3.14684872,9.004080858,0.001462379,162.4100719
-3823.855,0.002823804,0.002841598,0.461172846,1014.216943,3.828747393,9.222770458,0.00137261,162.2002398
-3823.815,0.00245435,0.002412661,0.415382402,1001.956947,2.964235023,9.193413146,0.001460696,161.9904077
-3823.775,0.002396468,0.002265173,0.320342364,1004.260717,2.350202959,9.119323112,0.001593004,161.7805755
-3823.735,0.002723937,0.002538736,0.385485582,1007.838331,2.854003611,9.074482667,0.00150143,161.5707434
-3823.695,0.00234757,0.002495719,0.423745247,1004.645596,2.952235708,9.122344564,0.001434262,161.3609113
-3823.655,0.002572429,0.002456908,0.346030176,992.5858133,2.38656634,9.171396773,0.0015617,161.1510791
-3823.615,0.002687479,0.002751153,0.42605041,1002.693798,2.881811061,9.162839583,0.001486597,160.941247
-3823.575,0.002640631,0.002603782,0.405832917,991.9280009,2.96555596,9.18682895,0.001576603,160.7314149
-3823.535,0.002782874,0.002628296,0.424830426,995.1208743,3.229762258,9.148540816,0.001542908,160.5215827
-3823.495,0.002930755,0.00282435,0.374878174,993.4858701,3.175556773,9.083861223,0.001521863,160.3117506
-3823.455,0.00208712,0.001935009,0.265885072,991.8760037,2.074590613,9.109066164,0.001657854,160.1019185
-3823.415,0.002392892,0.002509695,0.374780969,997.3729098,3.241060543,9.032706092,0.00150735,159.8920863
-3823.375,0.002406886,0.002428312,0.333714477,1003.216165,3.185984379,9.300057065,0.001525953,159.6822542
-3823.29808,0.002388937,0.002506565,0.339094181,996.1237188,3.206771947,9.203023103,0.001578744,159.4724221
-3823.22115,0.002370447,0.002267028,0.352574312,1011.272101,3.250930518,9.175647435,0.001474585,159.2625899
-3823.14423,0.002536216,0.002640829,0.363922689,1013.990974,3.494341498,9.153734758,0.001455348,159.0527578
-3823.06731,0.002809097,0.003035849,0.448153711,990.4835533,4.355165919,8.990521281,0.001275407,158.8429257
-3822.99038,0.002783084,0.002924289,0.437634094,998.7729351,4.239634453,8.880872403,0.00124932,158.6330935
-3822.91346,0.002819689,0.002792534,0.393375061,988.0768041,3.777868024,9.084813185,0.001357276,158.4232614
-3822.83654,0.002529594,0.002651272,0.357985932,998.384771,3.531301937,9.034874504,0.001459771,158.2134293
-3822.75962,0.002335255,0.002273985,0.333379865,1001.179694,2.798888741,9.216800273,0.001682772,158.0035971
-3822.68269,0.002006826,0.002022653,0.318453567,995.9757482,2.44209499,9.252570372,0.001713391,157.793765
-3822.60577,0.002003651,0.002092438,0.346338986,986.1626654,2.874204021,9.072141386,0.001651432,157.5839329
-3822.52885,0.002003401,0.001968839,0.383194296,999.1676502,3.43152303,9.126925662,0.001571437,157.3741007
-3822.45192,0.002322241,0.002019752,0.372309748,989.9257598,3.018968741,9.066030645,0.001544585,157.1642686
-3822.375,0.002334042,0.002162048,0.375529505,1003.014915,3.153969136,9.319575507,0.001579761,156.9544365
-3822.33929,0.002249159,0.002251466,0.321915953,990.2824156,2.866047029,9.257053869,0.001589328,156.7446043
-3822.30357,0.00221975,0.002427843,0.314514499,1009.954754,3.217812599,9.243915841,0.001519296,156.5347722
-3822.26786,0.002553781,0.002838468,0.396114938,1007.656871,4.458666128,9.047491378,0.001329787,156.32494
-3822.23214,0.002475998,0.002301987,0.329879003,1011.842234,3.629174903,9.148342983,0.001467848,156.1151079
-3822.19643,0.002929496,0.00267019,0.443827734,998.0396257,5.645209125,8.917146027,0.001198864,155.9052758
-3822.16071,0.00269557,0.002759988,0.397218592,1005.651974,4.503585014,8.991975974,0.001331658,155.6954436
-3822.125,0.002595763,0.002635555,0.345924672,997.4863536,4.183919937,8.898894123,0.001376521,155.4856115
-3822.08929,0.003465721,0.003261121,0.427721558,995.3389055,4.906393331,8.868194406,0.001217046,155.2757794
-3822.05357,0.003068635,0.002948221,0.398122874,998.918722,4.466485675,8.845584643,0.001263044,155.0659472
-3822.01786,0.002869002,0.002924947,0.38210557,1006.661213,3.789482044,9.080743686,0.001392877,154.8561151
-3821.98214,0.002503313,0.00258412,0.373126861,997.7218082,3.484170468,8.847890626,0.001344642,154.646283
-3821.94643,0.002784601,0.002686344,0.344992904,998.2940123,3.380769558,8.992158732,0.001439039,154.4364508
-3821.91071,0.002776779,0.002798128,0.394945731,1004.279938,3.744522529,8.990546895,0.001370997,154.2266187
-3821.875,0.002871824,0.002912047,0.408200706,992.3770919,3.748356487,8.978424958,0.001385567,154.0167866
-3821.83929,0.002466984,0.002632606,0.378385762,987.7701892,3.189509849,8.895985323,0.001436974,153.8069544
-3821.80357,0.00218133,0.002353641,0.405096236,997.0980326,3.362310073,8.93585057,0.001364277,153.5971223
-3821.76786,0.002162349,0.002145289,0.352350036,1010.898395,2.871922945,9.093089909,0.00156857,153.3872902
-3821.73214,0.002328432,0.002381813,0.38896842,1001.911426,3.313656939,9.085553118,0.00148574,153.177458
-3821.69643,0.002153677,0.002107677,0.326091433,1000.678982,2.694360415,8.984501171,0.001572512,152.9676259
-3821.66071,0.001970073,0.002144925,0.317220609,1006.717855,2.57850303,9.154225003,0.00167432,152.7577938
-3821.625,0.002058513,0.001900043,0.270097709,993.3231399,2.124533923,9.003393533,0.001684492,152.5479616
-3821.58929,0.001826944,0.002002687,0.283714085,1009.715564,2.088245754,9.351563458,0.001776348,152.3381295
-3821.55357,0.001863191,0.001962387,0.2785508,991.0331793,1.914415519,8.983808556,0.001642352,152.1282974
-3821.51786,0.002300791,0.002290045,0.32700281,1014.322762,2.338566222,9.148481615,0.00162684,151.9184652
-3821.48214,0.002141845,0.002162556,0.298721434,994.8382774,2.266226616,9.044529274,0.001597946,151.7086331
-3821.44643,0.001910719,0.001904036,0.258481393,1000.001233,1.644630741,9.066776767,0.001686431,151.498801
-3821.41071,0.002285481,0.002373279,0.329028969,1007.122775,2.053632054,9.326152761,0.001636279,151.2889688
-3821.375,0.002576972,0.002635344,0.299879582,1008.60523,1.937615949,9.514422184,0.001602356,151.0791367
-3821.34559,0.002550635,0.002775079,0.323373351,993.9648512,2.499240055,9.179419295,0.001532068,150.8693046
-3821.31618,0.002277683,0.002124119,0.275118668,1008.82723,1.999008202,9.304732149,0.001529529,150.6594724
-3821.28676,0.001909068,0.002008112,0.226288101,994.653126,1.663330723,9.255307942,0.001561716,150.4496403
-3821.25735,0.002306082,0.002361991,0.294488616,1001.118815,2.194140427,9.268908674,0.001625886,150.2398082
-3821.22794,0.002258478,0.002378995,0.316956944,996.9791163,2.48848919,9.217230897,0.001490783,150.029976
-3821.19853,0.002337575,0.002426893,0.29880022,990.8792313,2.731326533,9.078427209,0.001452863,149.8201439
-3821.16912,0.002833055,0.00284378,0.39666183,1008.668665,3.770813029,8.99511518,0.001317538,149.6103118
-3821.13971,0.002481787,0.002664539,0.391188771,1005.634736,3.742368215,9.051218136,0.001305639,149.4004796
-3821.11029,0.00227337,0.002316947,0.305648031,999.3598896,2.78581325,9.128157767,0.001439552,149.1906475
-3821.08088,0.002996138,0.003055096,0.404017719,1002.74927,4.141503567,9.084665519,0.001279083,148.9808153
-3821.05147,0.00271954,0.002875604,0.421148242,1007.394906,4.057411029,8.795557743,0.001171181,148.7709832
-3821.02206,0.002278409,0.002371729,0.370425741,1012.521364,3.466366669,8.920215125,0.001282971,148.5611511
-3820.99265,0.002217694,0.002442752,0.327592986,1001.673781,3.19542324,8.848160872,0.001372097,148.3513189
-3820.96324,0.002869734,0.002775888,0.340800779,1007.711799,3.227101855,8.99035905,0.001379334,148.1414868
-3820.93382,0.003374704,0.003242129,0.366370588,992.6573887,3.2851008,8.991829019,0.00139834,147.9316547
-3820.90441,0.002601023,0.002847933,0.371334946,1004.15365,3.482972328,8.869912884,0.001300788,147.7218225
