Age,Ba138Ca,BaCa,BCa,CdCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa,Dist
1978.601648,0.00250315,0.00256281,0.608806,2.87E-06,0.00630077,4.535241,0.00138065,0.000181489,0.00400133,9.233940414,0.00158146,0.000127388,642.8649738
1978.609151,0.00252009,0.00243213,0.622278,-1.67E-06,0.00646041,4.681083,0.00132323,0.000160579,0.0025146,9.160419511,0.00155126,0.000132353,642.6915992
1978.616655,0.00260581,0.00246735,0.612855,7.27E-07,0.00644477,4.646059,0.00130869,0.000153719,0.00282084,9.211225843,0.00155476,0.00012553,642.5182246
1978.624159,0.00253446,0.00283374,0.643789,9.26E-07,0.00666582,4.950114,0.000966461,0.000139268,0.00275087,9.093850457,0.0015021,9.92E-05,642.34485
1978.631663,0.0025335,0.00249004,0.594903,7.97E-07,0.00623641,4.524173,0.000958641,0.000162029,0.000781868,9.041050709,0.00149611,0.000123173,642.1714754
1978.639166,0.00238722,0.00241347,0.608946,9.63E-06,0.00611077,4.373425,0.000741605,0.000132445,0.00251095,9.150360085,0.00143694,0.000100027,641.9981008
1978.64667,0.00337445,0.00337831,0.678903,1.39E-06,0.00717253,5.935208,0.0008543,0.000230883,0.00119382,9.152488507,0.00148061,7.59E-05,641.8247262
1978.654174,0.00289869,0.00292569,0.664798,7.55E-07,0.00705515,5.446761,0.000584711,0.000178009,-0.00259102,9.101589191,0.00132317,7.99E-05,641.6513516
1978.661677,0.00261377,0.00258334,0.655526,3.00E-06,0.00641173,5.576091,0.000512695,0.000202254,0.0033307,9.117227877,0.00148152,9.27E-05,641.4779769
1978.669181,0.00245401,0.00259793,0.634199,3.09E-06,0.00636635,4.693684,0.00063153,0.000177835,0.00404391,9.189609527,0.00147829,0.000102928,641.3046023
1978.676685,0.00315717,0.00296635,0.706673,3.50E-06,0.00706492,5.906056,0.00071833,0.000203621,9.63E-05,9.177963222,0.00145358,8.71E-05,641.1312277
1978.684188,0.00289079,0.00281084,0.634222,5.06E-06,0.00637843,4.644651,0.00046096,0.000140378,0.0107323,9.234355688,0.00141625,9.70E-05,640.9578531
1978.691692,0.00298107,0.00290794,0.700395,8.95E-06,0.00688599,5.847632,0.000566946,0.000164651,0.00518422,9.130068708,0.00144236,7.87E-05,640.7844785
1978.699196,0.00255965,0.0025202,0.649585,1.34E-05,0.00656941,4.671862,0.000550848,0.000127084,0.00279058,9.205461796,0.00150857,9.09E-05,640.6111039
1978.7067,0.00231657,0.0021592,0.605123,-3.82E-06,0.00622972,4.019935,0.000912935,0.000105498,0.000570796,9.097498693,0.0014793,0.000121332,640.4377293
1978.714203,0.00248285,0.00263254,0.603379,3.63E-06,0.0065275,4.474669,0.00112013,0.000125529,0.0038132,9.111500557,0.00147761,0.000138856,640.2643546
1978.721707,0.00266405,0.00250572,0.594874,1.21E-05,0.00627612,4.251594,0.000907976,0.000114838,0.00315628,9.126960013,0.00142617,9.94E-05,640.09098
1978.729211,0.00223876,0.00224575,0.552935,1.01E-06,0.00609575,3.823001,0.000693238,8.02E-05,-0.00096029,8.931600102,0.00138505,8.57E-05,639.9176054
1978.736714,0.00208412,0.00215509,0.585658,3.17E-06,0.00618165,4.711196,0.000899775,0.000137112,0.00324126,9.009445096,0.00138585,8.32E-05,639.7442308
1978.744218,0.00225749,0.00215762,0.552229,-3.76E-06,0.00603436,4.309877,0.00111048,0.000125918,0.00359446,8.896739821,0.00133001,7.97E-05,639.5708562
1978.751722,0.00217692,0.00230343,0.585851,-1.48E-06,0.00612539,4.713087,0.00123097,0.000129848,0.00284188,9.002779718,0.00137035,8.47E-05,639.3974816
1978.759225,0.00239486,0.00228495,0.573938,1.33E-05,0.00594407,4.919616,0.00106553,0.000161754,0.00205982,9.021768629,0.00141597,0.0001346,639.224107
1978.766729,0.00184476,0.00219165,0.626105,-3.57E-06,0.00602288,5.908359,0.00108771,0.000184203,0.00327065,8.959764377,0.00139566,0.000148351,639.0507324
1978.774233,0.00197313,0.00197457,0.617117,2.20E-05,0.00593173,5.263875,0.00150509,0.000153161,0.00343948,9.052243961,0.00147615,0.0001614,638.8773577
1978.781737,0.0023411,0.002344,0.600255,6.46E-06,0.00594808,5.464185,0.00104199,0.000168545,0.000880851,8.969308281,0.00136928,0.000147173,638.7039831
1978.78924,0.00217487,0.00228719,0.614974,-1.60E-06,0.00615297,5.983198,0.00113,0.0001956,0.0019088,9.032294194,0.00132866,0.00015481,638.5306085
1978.796744,0.00260416,0.00255809,0.690437,3.94E-06,0.00647533,7.269065,0.00215756,0.000247735,0.00140426,8.973149938,0.00134556,0.000163527,638.3572339
1978.804248,0.00236286,0.0023818,0.63904,8.18E-06,0.00593896,6.312156,0.00147376,0.000205029,0.00537692,9.089561025,0.00147422,0.000189836,638.1838593
1978.811751,0.00184554,0.00197778,0.595864,1.10E-06,0.00599436,5.322562,0.0011085,0.000135464,-0.000565091,8.898665964,0.00128692,0.000146926,638.0104847
1978.819255,0.00188956,0.00197051,0.602688,5.34E-06,0.00611321,5.001201,0.00117561,0.000164349,-0.00134227,9.0851855,0.00142586,0.000164445,637.8371101
1978.826759,0.00226586,0.00223346,0.592995,-1.12E-06,0.00621109,5.06446,0.001053,0.000160136,0.00277848,9.036668846,0.00143268,0.000172795,637.6637355
1978.834262,0.00229066,0.00216038,0.65406,-1.28E-06,0.00605692,6.610755,0.00137589,0.000173829,0.00421252,9.056112268,0.00144643,0.000160193,637.4903608
1978.841766,0.00278398,0.00282064,0.664538,3.98E-07,0.00620229,7.249218,0.00127972,0.000228085,0.00368433,8.943337118,0.00139628,0.000137761,637.3169862
1978.84927,0.00273393,0.00254413,0.608961,6.15E-06,0.00623612,6.22374,0.00150476,0.000169784,-0.00124559,8.958938532,0.00127439,0.000111403,637.1436116
1978.856774,0.0024256,0.00246478,0.576876,8.50E-06,0.00590224,5.888683,0.00114047,0.000127158,0.00215422,8.894959933,0.00132678,0.000128453,636.970237
1978.864277,0.00274942,0.00276937,0.6334,2.71E-06,0.00627309,7.525205,0.00155271,0.000208758,0.00471393,8.856311001,0.00129346,0.000130091,636.7968624
1978.871781,0.00276099,0.00275884,0.581973,-1.43E-06,0.00598894,6.448902,0.00119246,0.000167731,0.00361322,8.938906304,0.00129457,0.000139109,636.6234878
1978.879285,0.00306206,0.00281273,0.556378,1.30E-06,0.00587754,6.205304,0.001399,0.000181678,0.00196892,8.794480727,0.00124437,0.000145986,636.4501132
1978.886788,0.00261644,0.00270758,0.492755,3.61E-06,0.00571104,4.574779,0.0016732,0.000119038,0.00204837,8.722969216,0.00117192,0.000130987,636.2767385
1978.894292,0.00276045,0.00295732,0.519781,1.25E-06,0.00597784,5.315037,0.00172162,0.000121554,-3.05E-05,8.854650724,0.00123579,0.000176885,636.1033639
1978.901796,0.00288516,0.00299431,0.562543,4.05E-06,0.00598701,6.402597,0.00192559,0.000148068,-0.000603583,8.757087052,0.00122368,0.000179217,635.9299893
1978.909299,0.00302418,0.00294295,0.546391,-1.23E-06,0.00569261,5.659384,0.00126977,0.000170754,0.00575249,8.827793428,0.00130445,0.000185632,635.7566147
1978.916803,0.00350783,0.00337348,0.555583,6.38E-06,0.00576437,5.763913,0.00126261,0.00018115,0.00200534,9.022066526,0.00131412,0.000180192,635.5832401
1978.924307,0.00352727,0.00340648,0.57272,3.35E-06,0.00596579,6.251253,0.00163447,0.000220793,0.00383635,8.80978559,0.00129385,0.000181249,635.4098655
1978.931811,0.00449348,0.0043077,0.548472,7.35E-06,0.00611301,5.776781,0.0016311,0.000319609,0.0072141,8.833151299,0.00129954,0.000188677,635.2364909
